annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split,fold_sensitivity
24,10,72,Serpulidae,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/10_24.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/10.png,0c3ce5cc1f2d2eabc9559178e1df608336b85068542c44cc2cbe8825206ae79a,3065d926b118ba49b5c640ad8aa19b3d10bd7f4d53c4514c87fcd7bf102a5a7a,10,0,train,0
28,11,19,Crinoidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/11_28.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/11.png,5ea7e4c6a89340b10e717aed8e09a6d9d586779c43426a7da14f5deb54c781d9,6341dd47ecf6f87a18f81c2031f6a17d42a5cd119947e8a6ea217c6de903fef3,11,4,train,4
44,15,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/15_44.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/15.png,2b98bbb10f1010106f6cba89a76f98769449d3e8230cfdac93cb72bbcfcfffe4,c837ec480911d974cb9f8374289c7656005c2a78be1935e7b1ec001ac7745319,15,5,train,5
49,16,71,Sebastolobus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/16_49.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/16.png,8e1969751eccc5ae6dd921e632e34ba7c231a63791c01ec1be84c9d5b948a12a,97e9ade9651265dd33199a25fc14eff86e8cccca99e5bce80ca7b4f8653fca7b,16,5,train,5
67,26,65,Rathbunaster californicus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/26_67.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/26.png,b94bd7bb6225b08aaa2c051a2784d945c1470d0c63b2611237ecba8574f89b3c,6c45ab90ffdff553ccbab99da5466aaafa970ba631d6da85eb68812bb1f220ba,26,4,train,4
70,27,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/27_70.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/27.png,22ed135683499d109f4f7939e7c698a02875405e32bb269bf1493f6812d1495e,e08e33ecf2fafd04eef6c165945965560ca75596da3aa2dd54c419dfc864e80c,27,5,train,5
71,27,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/27_71.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/27.png,34674001c239f094bb67419b867865ddbebce05e0ab2ef855fcac2db2ce9a23b,e08e33ecf2fafd04eef6c165945965560ca75596da3aa2dd54c419dfc864e80c,27,5,train,5
76,32,11,Asteroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/32_76.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/32.png,e91e80c3f6d5c385dc7694ac7d185cab2250defa26a904f1748772d4b3b15ca0,a3047ba9a9f43282778ca8c10f0ed9aa7378fa482dfd2e0ec11a31a641398a5b,32,4,train,4
82,35,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/35_82.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/35.png,c9d29b9c6bbf0ea79aab92b4a5b7eade5df69bfb519fb2966061d44495ff1956,767e0f0605aaafe4217ca66fabb23f326004293bc65d07d680666094a7a6bdbf,35,2,train,2
90,35,68,Scotoplanes globosa,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/35_90.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/35.png,e516cf286891b3444875a6a0548852fdd5290a4c40410f7389885fcf5c0c07c7,767e0f0605aaafe4217ca66fabb23f326004293bc65d07d680666094a7a6bdbf,35,2,train,2
126,40,38,Liponema brevicorne,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/40_126.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/40.png,72e86ca8f0756b0c1b130696130be08866df80ce557bb39c964a230165522a3f,68c22229eaa003a9e04eaaa6c859ca153239efca0bfff75223c47eb3b7952cf5,40,1,train,1
147,41,30,Hexactinellida,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/41_147.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/41.png,37ba36989f2d52dfd61752835fa04a44fcc09f3620b8a89505c40103f4e49806,7844c7c330f98280a21fddd51ab5a6a33a11daec0049397398f75e45f8664107,41,1,train,1
148,41,4,Actinernus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/41_148.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/41.png,8ba70fc8fe32ad603aafaed72476b17651b852576b9b36e76b1b41a768cc1310,7844c7c330f98280a21fddd51ab5a6a33a11daec0049397398f75e45f8664107,41,1,train,1
152,41,76,Tunicata,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/41_152.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/41.png,2a67913e1c935f6f97b4953ef022ea78eb95a781a4625ed5d3bf61fce19b097c,7844c7c330f98280a21fddd51ab5a6a33a11daec0049397398f75e45f8664107,41,1,train,1
156,41,53,Pannychia moseleyi,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/41_156.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/41.png,ee96bdd4ee8309bd1e2c211375f0da2437933dce90feb45f262279375b64871d,7844c7c330f98280a21fddd51ab5a6a33a11daec0049397398f75e45f8664107,41,1,train,1
177,43,12,Benthocodon pedunculata,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/43_177.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/43.png,47eb1ffd458ce61e64cd2b90e4e7afeff1014930329b57a94ba1ab94fdb55505,3de41178c6b14adfd10d0968b3c9c7deafaf9d63a96963d59a838301476bec93,43,5,train,5
180,44,16,Chionoecetes tanneri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/44_180.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/44.png,c90025118610c4935466393e1cdd3d0f72367519f7c8b5c53f95935a8e8cf327,f33a2272ed008c869f3d4071de9b4cdebf5cb4d76566c897f05285859b3dceea,44,4,train,4
197,46,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/46_197.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/46.png,4b6c09c67f7bb4e04e6af6559e8b7efd94284ee2d29f9f573d8cf31d5b768508,0e3a77f5eb3817a78c45ab0d5e4837646cf9f5e4c09ce187b7fc2a7c92d81d5f,46,5,train,5
223,52,11,Asteroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/52_223.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/52.png,78f53a9e5f902fccf7d4151489fc6c9b4bae8c102f597c251847122cdb6cd9be,284eb51026e776a7aa7269158d9d92d44d77df87ee451829681881a8fe98fd03,52,5,train,5
226,54,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/54_226.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/54.png,0622ee1e90a6d11d9de2361abf9a36fd6948239b8db2033a30f24b1d88666f1b,1b40b69caf7b4129b0433d701b783616421dc95f80472fb10413c193fbabbf6c,54,2,train,2
237,56,22,Farrea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/56_237.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/56.png,5f6015448761aeafffe9f05b73c6495937f84047bc8f4a8b25f68b9e903a3514,65055ef3a7584fe09985080d3c2c22d8f88f9fe49778907904476ece09209ad7,56,5,train,5
245,61,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/61_245.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/61.png,e3549ae4db50118054d5e6c184ac989b9f2ca8eff2d3c0fe29e93271a6e51d46,4df3dd2d6def1c2ca087ab3dbfec7a12f20cf391d93cf352007a0392264ec773,61,5,train,5
246,61,29,Heteropolypus ritteri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/61_246.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/61.png,584ad78e75e5f843de4038829eb587ec6b6f87234c248ed1320bda913177bbb5,4df3dd2d6def1c2ca087ab3dbfec7a12f20cf391d93cf352007a0392264ec773,61,5,train,5
274,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_274.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,f819d7cbe7c033bfbac5756ebb9545164e327a556d706fea2c0f951920ac2a2b,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,4,train,4
275,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_275.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,e3df9f3a77ed0e55791791be2f1470a1675372025329891f64fdd7d20c627ae5,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,4,train,4
282,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_282.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,777c2446155e724075a1d238163f26d8c5ccac042633fd1d17dd511245444f11,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,4,train,4
285,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_285.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,835fb8788b06004fe525a4cb73d7dc78255992f85525aa008e272560ede7a1aa,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,4,train,4
291,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_291.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,fb0c75a8c5954269105d526ad38e8bf46ae1a21de8ea61711cf452b1d9c0523d,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,4,train,4
302,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_302.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,e03ea8d661ee55116cbce9cbaebcf942cb5d8fd502bb6441abb44eb563d47f0a,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,4,train,4
305,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_305.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,69b68228c8a36b9b2b399a6df68bf53c5de020a30354678f620a571c345b966a,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,4,train,4
307,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_307.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,8782974a231df313be76819a6658c89a3df0356a2a74e359764071b127b1788c,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,4,train,4
319,74,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/74_319.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/74.png,4cc954efee6f3340bac7f36c6fcb345e17cfb15d600ffd6382936e143ec7a6ff,332dcba6e4b7a7e0270eeed9d0b46c7d3b79a883f5422dc95550873eebe36bad,74,4,train,4
