annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split,fold_sensitivity
20,9,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/9_20.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/9.png,c9e54feaa41a21146f64291e278e68a9d7466566f6c82461e91146e3e947be2a,a2de5c70535060eb66571b0723b8ac242dcf7d36f18210b988abe89476ad573c,9,4,train,4
24,10,72,Serpulidae,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/10_24.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/10.png,0c3ce5cc1f2d2eabc9559178e1df608336b85068542c44cc2cbe8825206ae79a,3065d926b118ba49b5c640ad8aa19b3d10bd7f4d53c4514c87fcd7bf102a5a7a,10,0,train,0
29,11,19,Crinoidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/11_29.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/11.png,6ef6fbed7aa363d52275d047268a1926e474c02a7385f620a7e51e18da01ee9d,6341dd47ecf6f87a18f81c2031f6a17d42a5cd119947e8a6ea217c6de903fef3,11,4,train,4
32,11,11,Asteroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/11_32.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/11.png,7c27949a1d72fa53f91527d1330eb572eeb3131e668c1bf1a9bc2d39ae3b84f2,6341dd47ecf6f87a18f81c2031f6a17d42a5cd119947e8a6ea217c6de903fef3,11,4,train,4
46,15,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/15_46.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/15.png,c205fe3f64b100a0327ebdfee540eb2909e58df0d1d8e267472a0f825fb93cee,c837ec480911d974cb9f8374289c7656005c2a78be1935e7b1ec001ac7745319,15,5,train,5
94,35,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/35_94.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/35.png,4b2f7ff77ad8c3c2a22a7fc0aef4dd915418303099442eed90d2743a6d982d5c,767e0f0605aaafe4217ca66fabb23f326004293bc65d07d680666094a7a6bdbf,35,2,train,2
124,40,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/40_124.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/40.png,c352a1ea9517bb533aeab2365e11ef2efbeb1fc271849a84c133786620c16382,68c22229eaa003a9e04eaaa6c859ca153239efca0bfff75223c47eb3b7952cf5,40,1,train,1
126,40,38,Liponema brevicorne,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/40_126.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/40.png,72e86ca8f0756b0c1b130696130be08866df80ce557bb39c964a230165522a3f,68c22229eaa003a9e04eaaa6c859ca153239efca0bfff75223c47eb3b7952cf5,40,1,train,1
132,40,11,Asteroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/40_132.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/40.png,85ae4ee5cdef10e612ce68e3f0a6148a06f73bea1f05cc72d8238a3b4c08cba4,68c22229eaa003a9e04eaaa6c859ca153239efca0bfff75223c47eb3b7952cf5,40,1,train,1
141,40,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/40_141.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/40.png,ca298f129fb61f7cc67516528e67040a14e8fc5fe8de7cfb9da1c2a68952eaac,68c22229eaa003a9e04eaaa6c859ca153239efca0bfff75223c47eb3b7952cf5,40,1,train,1
144,41,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/41_144.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/41.png,0c1474afdbffed89c94fda920eda71ffe6e53240380637f5f3d0c327dc1a217c,7844c7c330f98280a21fddd51ab5a6a33a11daec0049397398f75e45f8664107,41,1,train,1
145,41,76,Tunicata,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/41_145.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/41.png,a0e42b3308fb1f6bb4025f4511461716109519be466fb102c69b3d292b49f7c5,7844c7c330f98280a21fddd51ab5a6a33a11daec0049397398f75e45f8664107,41,1,train,1
170,42,25,Gastropoda,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/42_170.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/42.png,77cf7ca14a16f3c53564ae0287f5baed1e3175789e47ddd437914f7b900328d1,8efed53c7a1bbd0074da0f71b82f125524d20b5c28d56ef1bc95fd657057b965,42,2,train,2
176,43,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/43_176.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/43.png,3ffa09b28b0a8f06d83f99c486c241fba16947e93c409e648993c4caefa7fc42,3de41178c6b14adfd10d0968b3c9c7deafaf9d63a96963d59a838301476bec93,43,5,train,5
188,46,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/46_188.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/46.png,4684440ccdec5772b77600857809fb870e8a1538467066f0793d3f948b404d43,0e3a77f5eb3817a78c45ab0d5e4837646cf9f5e4c09ce187b7fc2a7c92d81d5f,46,5,train,5
268,67,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/67_268.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/67.png,3a8be3b0e5a215aae1a4d3a650d0127536a7351e931df7498d5967d44b7f23c8,9f8a74715fd3b270a0478cd6f779493fa11d73d7517209e33019175e1adb1336,67,5,train,5
271,67,68,Scotoplanes globosa,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/67_271.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/67.png,df5869d3529c1109c920ad3a1c2d4b7dfd1b40c0ab4a5964d1d67f4b35f359ee,9f8a74715fd3b270a0478cd6f779493fa11d73d7517209e33019175e1adb1336,67,5,train,5
274,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_274.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,f819d7cbe7c033bfbac5756ebb9545164e327a556d706fea2c0f951920ac2a2b,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,4,train,4
281,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_281.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,6847a74cc38203aca557c9a722ac4b216a1b594d4afc84a459912bc397eab327,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,4,train,4
305,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_305.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,69b68228c8a36b9b2b399a6df68bf53c5de020a30354678f620a571c345b966a,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,4,train,4
308,70,33,Hormathiidae,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/70_308.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/70.png,2ed3cf4fc8c056a1b81b152d9133468c72f9e7bdca38e5ad94cad3fbdc43e9aa,0a1077b38efa05d10a6af97fda7f6e7932fad989b9bfea76ddac117dfc990fcb,70,4,train,4
331,80,71,Sebastolobus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/80_331.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/80.png,d65807792af657e5d4c12ddcdb12f923c9d127bf5f3c864b74fcf90ad86504cf,14b2a041d3b06c02c500d6608951d0878112f5a03e2f634c8700abfd52e94404,80,1,train,1
358,89,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/89_358.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/89.png,78d9bd6e1efd75ba15897f56297330adffb15db44210b1d0d9573860dbbb6a9d,78fd86999cc59577189f3a537d097b84d71344cfd4384b643ae07c6a6cb7c941,89,2,train,2
361,89,68,Scotoplanes globosa,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/89_361.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/89.png,9cf5910a07b02bbbe7aa4543690a2c0f0389c5116851499da8f71baf3608c1d8,78fd86999cc59577189f3a537d097b84d71344cfd4384b643ae07c6a6cb7c941,89,2,train,2
369,89,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/89_369.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/89.png,cf652f3f16431b6276adf6f7319b60039c2645e6af27a30507b1ef648db988a0,78fd86999cc59577189f3a537d097b84d71344cfd4384b643ae07c6a6cb7c941,89,2,train,2
375,90,36,Isosicyonis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/90_375.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/90.png,a47d03fac54cca1985fcca871773185756a36e2f629c30fcbb125a021bebd73c,9d249898b551f20f0dac7cbd66c6d80a6b8a16962d29dd9f9b96137f5434bb3b,90,0,train,0
392,94,67,Scotoplanes,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/94_392.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/94.png,e3debb74da1bd812683553e0b1a55108100b55fc75a84cce5a561b4d60b6f3be,55fe6cf3dc816fe9cceccdf1e988ebe5d2de70e3d216c7c6a5291fcbf68347a4,94,1,train,1
393,94,67,Scotoplanes,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/94_393.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/94.png,879c813f74aa6a59234ed6955262368d4e55835719369a30db7d260db2b41d0b,55fe6cf3dc816fe9cceccdf1e988ebe5d2de70e3d216c7c6a5291fcbf68347a4,94,1,train,1
406,96,45,Munnopsidae,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/96_406.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/96.png,33c1d3668fe6082757160704957d8f69751a3dfb2aadd08a04e7b75ed7dbc947,7ae05f659f322f5e646601c320b004b380a7f6a4e58a180d95899726b8a33c04,96,4,train,4
415,98,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/98_415.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/98.png,c52769e5381b49ed94dffd5890eae5afc5eee4449f6e5e5b9cc21cd1561a3018,510b7c3e877e3a83f0755c363cf676d7d0417ec5baaab92d64ea6fbb538cbf2f,98,2,train,2
418,98,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/98_418.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/98.png,d62d6a0c251ad475b99e66385f990fc8685242a747993355bf0ce4286d1b8623,510b7c3e877e3a83f0755c363cf676d7d0417ec5baaab92d64ea6fbb538cbf2f,98,2,train,2
436,109,67,Scotoplanes,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/109_436.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/109.png,519d3b7ad4bd808db1a5c8a5da1f731b502fd2b7f021f07b1040a8012ee3dbbc,8c96680d2313dd3a0e9d050fe65fc08f500f0acda36d7743aa22df6920d904f1,109,5,train,5
468,119,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/119_468.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/119.png,d348094e26cda1ded7509de5fcb101511e5d4320196f202b181905988828e908,73b113852c892211b7707dee20d15f67db61ad360d73096a158a05add5ad1ee2,119,4,train,4
471,120,53,Pannychia moseleyi,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/120_471.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/120.png,169d2f62412b9680711ca9011416aa59c18af31a6c36412cafbb069569b06092,d2ad852ff7a1c803c46c2990b94b694a369e3b1181bc99defe712a38f61f367d,120,2,train,2
474,121,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/121_474.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/121.png,75e0ccc159aa45618f050507bf6853d3f376a1e07362e0312ab61f686eeaadef,6f5afc41d40bc068b2474e72d6537e038577df5b0423ba0cc8628f5634fdc1db,121,4,train,4
476,122,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/122_476.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/122.png,33a96ce0d5f5599e52012a20b51e39cdb95e75894d7868e49ac318891c2c8f7f,aaec46313e18d985c1ed88b670865b4b390ae571a425f9158ebe1ec4712c1019,122,2,train,2
478,122,34,Isidella tentaculum,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/122_478.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/122.png,3c93ebcbe164baf11507c7eeb285e5584c7ba38eccefc7740a64e89f4bbd0fda,aaec46313e18d985c1ed88b670865b4b390ae571a425f9158ebe1ec4712c1019,122,2,train,2
482,122,28,Heterochone calyx,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/122_482.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/122.png,bf763f4c5c1a4a7b23989215971ef8239b9f2b16c3d5e19c07724432698b553f,aaec46313e18d985c1ed88b670865b4b390ae571a425f9158ebe1ec4712c1019,122,2,train,2
