dataset,storage_split,original_split,original_index,label_id,label,path,sha256,width,height,group_id,fold,split
AQUA20,train,train,156,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000156_0f5a9ec5509b.jpg,0f5a9ec5509bc10497ef3eaa35a5770c0f9b6a2470f753c5761f5644a1b56c34,256,256,0f5a9ec5509bc10497ef3eaa35a5770c0f9b6a2470f753c5761f5644a1b56c34,5,train
AQUA20,train,train,389,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000389_0197efa2c027.jpg,0197efa2c02779df7ea761558a27c1b5d50a74ac5455e9ce37afb1e40d87c576,256,256,0197efa2c02779df7ea761558a27c1b5d50a74ac5455e9ce37afb1e40d87c576,3,train
AQUA20,train,train,474,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000474_2b5a93d83611.jpg,2b5a93d836116b67a2cdba18ed1597ef857a118c895c25129235db92585829c2,256,256,2b5a93d836116b67a2cdba18ed1597ef857a118c895c25129235db92585829c2,2,train
AQUA20,train,train,517,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000517_cdefac828f30.jpg,cdefac828f30734b87d2203555106cbbe2536cbe37bf6f69923e661a3ff6f1e9,256,256,cdefac828f30734b87d2203555106cbbe2536cbe37bf6f69923e661a3ff6f1e9,4,train
AQUA20,train,train,743,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000743_04787744b136.jpg,04787744b136b9753c1948b83bd32db49dc0f2cf11cce82fe0dc6851057fb8b8,256,256,04787744b136b9753c1948b83bd32db49dc0f2cf11cce82fe0dc6851057fb8b8,4,train
AQUA20,train,train,794,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000794_a6e651ac3c97.jpg,a6e651ac3c97bc9393e6ef0c3c6458cdaa819dde24a2202b6e592cf9bb143bda,256,256,a6e651ac3c97bc9393e6ef0c3c6458cdaa819dde24a2202b6e592cf9bb143bda,2,train
AQUA20,train,train,975,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000975_2a9bb1f8c2aa.jpg,2a9bb1f8c2aa991deba9959c380a724948219a6643fbb6b32200459ca410d6f3,320,240,2a9bb1f8c2aa991deba9959c380a724948219a6643fbb6b32200459ca410d6f3,3,train
AQUA20,train,train,1291,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001291_dc7405dbc1f4.jpg,dc7405dbc1f490f20528c7a2825cd515103eecae52dc69b00b1552952d7e115c,320,240,dc7405dbc1f490f20528c7a2825cd515103eecae52dc69b00b1552952d7e115c,4,train
AQUA20,train,train,1541,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001541_d1607128bb3e.jpg,d1607128bb3e643932ec14a42657fa2e0df47cb459ee630d31a980b91af0ebed,320,240,d1607128bb3e643932ec14a42657fa2e0df47cb459ee630d31a980b91af0ebed,6,train
AQUA20,train,train,1558,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001558_4a6de447676d.jpg,4a6de447676ddf5050a2b58618a72bd2530fafb5d008e415fa496de2c2206a78,320,240,4a6de447676ddf5050a2b58618a72bd2530fafb5d008e415fa496de2c2206a78,5,train
AQUA20,train,train,1596,1,crab,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/01_crab/train_001596_f64f7935fa56.jpg,f64f7935fa5628a501c6bef823c1eb8a77603ec71dcd6cf13cf9a11dad7cd731,256,256,f64f7935fa5628a501c6bef823c1eb8a77603ec71dcd6cf13cf9a11dad7cd731,6,train
AQUA20,train,train,1687,3,eel,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/03_eel/train_001687_73aaed4e730c.jpg,73aaed4e730c9f005fabda1cc2d6c4dd13840aaf2190087c30d572f33446c9fb,256,256,73aaed4e730c9f005fabda1cc2d6c4dd13840aaf2190087c30d572f33446c9fb,3,train
AQUA20,train,train,2222,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_002222_48ffc13c4d49.jpg,48ffc13c4d49b53d1e5c5a73b88204be2bc4eaa252a70650dca442e4b1493ece,256,256,48ffc13c4d49b53d1e5c5a73b88204be2bc4eaa252a70650dca442e4b1493ece,5,train
AQUA20,train,train,2315,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_002315_168b4f2732f7.jpg,168b4f2732f7c1b8be284b82d0162c5648832056df37fde90c459d9fb7afa389,256,256,168b4f2732f7c1b8be284b82d0162c5648832056df37fde90c459d9fb7afa389,6,train
AQUA20,train,train,2445,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_002445_6b3d38a317dc.jpg,6b3d38a317dcdf50a39bde1913519da2cac6c63081be61d1a729434afddf07c9,256,256,6b3d38a317dcdf50a39bde1913519da2cac6c63081be61d1a729434afddf07c9,3,train
AQUA20,train,train,2706,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_002706_ea752946dc0c.jpg,ea752946dc0c1cca614c71c5b5746fbc5166c12e7fc6e09a5bf411f556d29bc4,256,256,ea752946dc0c1cca614c71c5b5746fbc5166c12e7fc6e09a5bf411f556d29bc4,4,train
AQUA20,train,train,2728,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_002728_76aa18bc5c35.jpg,76aa18bc5c356d6081e32cae94d2ae6fad42b993f45eed3f2b12b5d462866705,256,256,76aa18bc5c356d6081e32cae94d2ae6fad42b993f45eed3f2b12b5d462866705,6,train
AQUA20,train,train,2913,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_002913_dd8878b1b7fa.jpg,dd8878b1b7fad4f3a9879739979ca19e799081d2ab091f2c8580d43495da689c,256,256,dd8878b1b7fad4f3a9879739979ca19e799081d2ab091f2c8580d43495da689c,5,train
AQUA20,train,train,2917,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_002917_37e8be094875.jpg,37e8be09487599b8eb651b89df16c8a60f21853186ae68fdd6ce1c726dc2e03f,256,256,37e8be09487599b8eb651b89df16c8a60f21853186ae68fdd6ce1c726dc2e03f,5,train
AQUA20,train,train,3186,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_003186_ce6058a4664d.jpg,ce6058a4664d8592ae3a333f8b5d9c3dbb0befebb3acbb95f17fa098a7980c81,256,256,ce6058a4664d8592ae3a333f8b5d9c3dbb0befebb3acbb95f17fa098a7980c81,5,train
AQUA20,train,train,3397,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_003397_2a1d6f9b9f61.jpg,2a1d6f9b9f61fe5c65fb820bf0e4386306186b1958e6a9078d411d4c2bac7750,256,256,2a1d6f9b9f61fe5c65fb820bf0e4386306186b1958e6a9078d411d4c2bac7750,3,train
AQUA20,train,train,3706,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_003706_df453f3a7a35.jpg,df453f3a7a35083666acf3de880941f0968e1cc3bffc3fabd6476ff2cd045bac,256,256,df453f3a7a35083666acf3de880941f0968e1cc3bffc3fabd6476ff2cd045bac,2,train
AQUA20,train,train,3743,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_003743_a101d49ab6ac.jpg,a101d49ab6aca2ef8b5583d06ed544232d1e68dc6329ca866e5b75cd48b012c5,256,256,a101d49ab6aca2ef8b5583d06ed544232d1e68dc6329ca866e5b75cd48b012c5,3,train
AQUA20,train,train,3936,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_003936_2095f469d51b.jpg,2095f469d51ba547953478c00917326186bdaf470cbab03a4ae11fe639735217,320,240,2095f469d51ba547953478c00917326186bdaf470cbab03a4ae11fe639735217,4,train
AQUA20,train,train,3971,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_003971_9b148b9c2a49.jpg,9b148b9c2a493e9d78442c295c729ba47235d0e2945791bf534cd9ff6036e6db,320,240,9b148b9c2a493e9d78442c295c729ba47235d0e2945791bf534cd9ff6036e6db,2,train
AQUA20,train,train,4011,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_004011_4dce009337d7.jpg,4dce009337d7d1d8abb5dd7cfb00ec3db7a6100ef2b0e2b6795a39b7b1b9ca74,320,240,4dce009337d7d1d8abb5dd7cfb00ec3db7a6100ef2b0e2b6795a39b7b1b9ca74,2,train
AQUA20,train,train,4149,5,fishInGroups,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/05_fishInGroups/train_004149_60f6c2e86987.jpg,60f6c2e869874fd3c7950eb22d36db251148c51e215e86ce5d657fcd1d77bb68,320,240,60f6c2e869874fd3c7950eb22d36db251148c51e215e86ce5d657fcd1d77bb68,5,train
AQUA20,train,train,4305,6,flatworm,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/06_flatworm/train_004305_1c7be10613a7.jpg,1c7be10613a7342e44a390a654cd6b4d8877efce2600ba0fbb400d55f10e3963,256,256,1c7be10613a7342e44a390a654cd6b4d8877efce2600ba0fbb400d55f10e3963,6,train
