dataset,storage_split,original_split,original_index,label_id,label,path,sha256,width,height,group_id,fold,split
AQUA20,train,train,23,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000023_eb600d0cfb8a.jpg,eb600d0cfb8a182ab2c15a4884860de81a92294163d85aa936bbc528cdbcaff3,256,256,eb600d0cfb8a182ab2c15a4884860de81a92294163d85aa936bbc528cdbcaff3,4,train
AQUA20,train,train,29,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000029_73df2a327e2f.jpg,73df2a327e2fa4849bbade576a4f262cb5d909b6f7a857efba477fd27bdd6672,256,256,73df2a327e2fa4849bbade576a4f262cb5d909b6f7a857efba477fd27bdd6672,6,train
AQUA20,train,train,71,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000071_b7b7ef60dd0c.jpg,b7b7ef60dd0caa3535b885d138267836775895f97577bc0d8edcf8a5558c01e2,256,256,b7b7ef60dd0caa3535b885d138267836775895f97577bc0d8edcf8a5558c01e2,2,train
AQUA20,train,train,74,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000074_c5ef09bea0a4.jpg,c5ef09bea0a4af67c2b16d7f1b426f18e7a80913845ef0a65cd3068003190a2b,256,256,c5ef09bea0a4af67c2b16d7f1b426f18e7a80913845ef0a65cd3068003190a2b,5,train
AQUA20,train,train,102,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000102_54ea99f3af5c.jpg,54ea99f3af5c8c442813511fdf8cabb35255a86b00a30e6c5a9b7c65d42a40ea,256,256,54ea99f3af5c8c442813511fdf8cabb35255a86b00a30e6c5a9b7c65d42a40ea,6,train
AQUA20,train,train,112,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000112_96614ce39603.jpg,96614ce39603ddd2a9bd2aade06db08f0bf19341ad1b06c6e78f4ae188e15d1e,256,256,96614ce39603ddd2a9bd2aade06db08f0bf19341ad1b06c6e78f4ae188e15d1e,2,train
AQUA20,train,train,126,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000126_442b8979f260.jpg,442b8979f26084abfad436ce2ecc85a31db5434ab0eb66fca6423ef3a019b174,256,256,442b8979f26084abfad436ce2ecc85a31db5434ab0eb66fca6423ef3a019b174,6,train
AQUA20,train,train,169,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000169_726db9b74f79.jpg,726db9b74f79b6c6c7c5e8b19e442bca83241154d76735c7682757ac842fe345,256,256,726db9b74f79b6c6c7c5e8b19e442bca83241154d76735c7682757ac842fe345,3,train
AQUA20,train,train,173,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000173_51dde7b2fd7e.jpg,51dde7b2fd7e9041a5db3316f423d8e1f517dd4fa9366a38c1186ab5c0df7ba9,256,256,51dde7b2fd7e9041a5db3316f423d8e1f517dd4fa9366a38c1186ab5c0df7ba9,4,train
AQUA20,train,train,176,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000176_96d7434219aa.jpg,96d7434219aa7a70562184ab5acfd2479431114eb45aa4dce6bb4e75d08318f8,256,256,96d7434219aa7a70562184ab5acfd2479431114eb45aa4dce6bb4e75d08318f8,4,train
