dataset,storage_split,original_split,original_index,label_id,label,path,sha256,width,height,group_id,fold,split
AQUA20,train,train,48,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000048_18897478ac6b.jpg,18897478ac6bfc14188c2ebdb0ab4237b6c78ba3055f52e7ad18779f889b6374,256,256,18897478ac6bfc14188c2ebdb0ab4237b6c78ba3055f52e7ad18779f889b6374,6,train
AQUA20,train,train,76,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000076_c7c92f89c8f3.jpg,c7c92f89c8f3f912ba7b2c072b54e81e25093b1ca5cc6deb8d96530db8901cfd,256,256,c7c92f89c8f3f912ba7b2c072b54e81e25093b1ca5cc6deb8d96530db8901cfd,6,train
AQUA20,train,train,102,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000102_54ea99f3af5c.jpg,54ea99f3af5c8c442813511fdf8cabb35255a86b00a30e6c5a9b7c65d42a40ea,256,256,54ea99f3af5c8c442813511fdf8cabb35255a86b00a30e6c5a9b7c65d42a40ea,6,train
AQUA20,train,train,109,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000109_8db7531698ce.jpg,8db7531698ce37998b44b89c25b0c83ea7767b926b8c06a7a6d9c2bed0c014a7,256,256,8db7531698ce37998b44b89c25b0c83ea7767b926b8c06a7a6d9c2bed0c014a7,5,train
AQUA20,train,train,180,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000180_8c52713c3b50.jpg,8c52713c3b5062f971b09c6e05154ae824a0c17603e1deb86b3ec7582e4e33ac,256,256,8c52713c3b5062f971b09c6e05154ae824a0c17603e1deb86b3ec7582e4e33ac,2,train
AQUA20,train,train,198,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000198_850f926585d1.jpg,850f926585d1f053924828a236a77f55617ad680e561cd2a23432ae8e834a329,256,256,850f926585d1f053924828a236a77f55617ad680e561cd2a23432ae8e834a329,5,train
AQUA20,train,train,209,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000209_5df4afa1ab54.jpg,5df4afa1ab549fb762d4f67e19b6f2fce29f63bcd011a73571ef5f7b053fb7eb,256,256,5df4afa1ab549fb762d4f67e19b6f2fce29f63bcd011a73571ef5f7b053fb7eb,4,train
AQUA20,train,train,237,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000237_cb61595ccde8.jpg,cb61595ccde8f5c011e3bac798b7066a664955df2b961e0b4e0ab024493f395b,256,256,cb61595ccde8f5c011e3bac798b7066a664955df2b961e0b4e0ab024493f395b,4,train
AQUA20,train,train,351,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000351_223d2696731c.jpg,223d2696731c81dfc2d19f5ed5a8fe973f71b63c949d3ec09b8a2c524b7fdaf5,256,256,223d2696731c81dfc2d19f5ed5a8fe973f71b63c949d3ec09b8a2c524b7fdaf5,3,train
AQUA20,train,train,389,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000389_0197efa2c027.jpg,0197efa2c02779df7ea761558a27c1b5d50a74ac5455e9ce37afb1e40d87c576,256,256,0197efa2c02779df7ea761558a27c1b5d50a74ac5455e9ce37afb1e40d87c576,3,train
AQUA20,train,train,406,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000406_4cce0cff83ae.jpg,4cce0cff83ae8841462b4131c16eda0d6f7e9e1acd1fe36ef93e3b870b32c35b,256,256,4cce0cff83ae8841462b4131c16eda0d6f7e9e1acd1fe36ef93e3b870b32c35b,3,train
AQUA20,train,train,409,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000409_2b0c475ab686.jpg,2b0c475ab686e2d6ae814e7f37eeb60856ffa5e73547e7577e72ac81cda24d64,256,256,2b0c475ab686e2d6ae814e7f37eeb60856ffa5e73547e7577e72ac81cda24d64,6,train
AQUA20,train,train,454,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000454_b4ebd755b01b.jpg,b4ebd755b01bb46db3661e4c6b314b938fed74764c937e24667b61ee4a7afd8c,256,256,b4ebd755b01bb46db3661e4c6b314b938fed74764c937e24667b61ee4a7afd8c,3,train
