dataset,storage_split,original_split,original_index,label_id,label,path,sha256,width,height,group_id,fold,split
AQUA20,train,train,19,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000019_2c4442cade22.jpg,2c4442cade2231a152907183b586c8171b61602bc090d7687a786b53ef5c9793,256,256,2c4442cade2231a152907183b586c8171b61602bc090d7687a786b53ef5c9793,4,train
AQUA20,train,train,34,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000034_2a3954ea4a89.jpg,2a3954ea4a89b8171d9b9a2f04bba700e68854e25e92221c2daf03a9e5672616,256,256,2a3954ea4a89b8171d9b9a2f04bba700e68854e25e92221c2daf03a9e5672616,3,train
AQUA20,train,train,42,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000042_382b0bcf3902.jpg,382b0bcf3902e51b76339712cf4981a573adcd09a0f39f79d3d81561b569b2cc,256,256,382b0bcf3902e51b76339712cf4981a573adcd09a0f39f79d3d81561b569b2cc,5,train
AQUA20,train,train,48,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000048_18897478ac6b.jpg,18897478ac6bfc14188c2ebdb0ab4237b6c78ba3055f52e7ad18779f889b6374,256,256,18897478ac6bfc14188c2ebdb0ab4237b6c78ba3055f52e7ad18779f889b6374,6,train
AQUA20,train,train,62,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000062_a44761b18a2b.jpg,a44761b18a2b9e75e3c456452679b4ac153d0076cb252d7a54060761b0b3ae83,256,256,a44761b18a2b9e75e3c456452679b4ac153d0076cb252d7a54060761b0b3ae83,6,train
AQUA20,train,train,69,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000069_64d41428ce39.jpg,64d41428ce39a12f9d76265a87c708a6f039f6894fa2445179d968ea5702e597,256,256,64d41428ce39a12f9d76265a87c708a6f039f6894fa2445179d968ea5702e597,2,train
AQUA20,train,train,72,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000072_8b0b53ed8704.jpg,8b0b53ed87041c7c6449c31e3f89e7f94f86e8c84ba48cbe7168486910a3a853,256,256,8b0b53ed87041c7c6449c31e3f89e7f94f86e8c84ba48cbe7168486910a3a853,3,train
AQUA20,train,train,75,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000075_03a2c76214a7.jpg,03a2c76214a78c71860d48950fb0bd3a5d61502066e745397e872208f058e37f,256,256,03a2c76214a78c71860d48950fb0bd3a5d61502066e745397e872208f058e37f,5,train
AQUA20,train,train,86,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000086_2a91b0d41709.jpg,2a91b0d41709aec09011cc3d412558ed736bffc39b4950ac8e4684217b816cbe,256,256,2a91b0d41709aec09011cc3d412558ed736bffc39b4950ac8e4684217b816cbe,5,train
AQUA20,train,train,100,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000100_f0e8eba86725.jpg,f0e8eba86725715e529a046f9c7a55c66404d6863338c19790ae82c9c72d5a07,256,256,f0e8eba86725715e529a046f9c7a55c66404d6863338c19790ae82c9c72d5a07,3,train
