dataset,storage_split,original_split,original_index,label_id,label,path,sha256,width,height,group_id,fold,split
AQUA20,train,train,313,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000313_56473cf13a69.jpg,56473cf13a699096940d3195276f3b3dd4851ae2eedc87d8fd273bdcb0a1c237,256,256,56473cf13a699096940d3195276f3b3dd4851ae2eedc87d8fd273bdcb0a1c237,5,train
AQUA20,train,train,367,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000367_1c3deb4316aa.jpg,1c3deb4316aa11b9b151371c75433cd2aada8a46c95bdf550def81b7170c4bce,256,256,1c3deb4316aa11b9b151371c75433cd2aada8a46c95bdf550def81b7170c4bce,2,train
AQUA20,train,train,553,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000553_a567ec94ca51.jpg,a567ec94ca51d90a9861cb71cfdde5946007a40e1e822d96d97fae6793c613c4,256,256,a567ec94ca51d90a9861cb71cfdde5946007a40e1e822d96d97fae6793c613c4,5,train
AQUA20,train,train,650,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000650_152ba6b329a0.jpg,152ba6b329a0c7f9b898a85447f223c49687cb6b5ac8921dab0642468f5e226a,256,256,152ba6b329a0c7f9b898a85447f223c49687cb6b5ac8921dab0642468f5e226a,3,train
AQUA20,train,train,736,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000736_55381e641469.jpg,55381e641469121b577f60df21e6a4f53965fd524b9d410654896f5b280c31d5,256,256,55381e641469121b577f60df21e6a4f53965fd524b9d410654896f5b280c31d5,6,train
AQUA20,train,train,800,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000800_07c7b69a2d2d.jpg,07c7b69a2d2d308ce85cf5096527323949d1b7695fd5bffe128c07936ea815e6,256,256,07c7b69a2d2d308ce85cf5096527323949d1b7695fd5bffe128c07936ea815e6,4,train
AQUA20,train,train,892,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000892_90ea9aaa5b70.jpg,90ea9aaa5b70bfdcb844a28942a9aa361ef66e51ef440e4e22ec266eb2e49176,256,256,90ea9aaa5b70bfdcb844a28942a9aa361ef66e51ef440e4e22ec266eb2e49176,5,train
AQUA20,train,train,985,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000985_6c0ca8830b7c.jpg,6c0ca8830b7c83b4ae55a08b8422b55c1e5ccac30110800eeef0c3cde2be0205,256,256,6c0ca8830b7c83b4ae55a08b8422b55c1e5ccac30110800eeef0c3cde2be0205,5,train
AQUA20,train,train,1026,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001026_697e71801a70.jpg,697e71801a706e91977d48cedc49386547ad8d665f7900abb1e7f882a22c25d2,320,240,697e71801a706e91977d48cedc49386547ad8d665f7900abb1e7f882a22c25d2,3,train
AQUA20,train,train,1137,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001137_ca67385c5ef0.jpg,ca67385c5ef05813414735353a8766464c67acce4ab86955a94264c90f544fdc,320,240,ca67385c5ef05813414735353a8766464c67acce4ab86955a94264c90f544fdc,3,train
