dataset,storage_split,original_split,original_index,label_id,label,path,sha256,width,height,group_id,fold,split
AQUA20,train,train,74,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000074_c5ef09bea0a4.jpg,c5ef09bea0a4af67c2b16d7f1b426f18e7a80913845ef0a65cd3068003190a2b,256,256,c5ef09bea0a4af67c2b16d7f1b426f18e7a80913845ef0a65cd3068003190a2b,5,train
AQUA20,train,train,126,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000126_442b8979f260.jpg,442b8979f26084abfad436ce2ecc85a31db5434ab0eb66fca6423ef3a019b174,256,256,442b8979f26084abfad436ce2ecc85a31db5434ab0eb66fca6423ef3a019b174,6,train
AQUA20,train,train,177,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000177_9afbbb4e0a77.jpg,9afbbb4e0a775367cc524c9fb6acc96febfe362ec90ae054694b5fbdbcc8ecec,256,256,9afbbb4e0a775367cc524c9fb6acc96febfe362ec90ae054694b5fbdbcc8ecec,6,train
AQUA20,train,train,187,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000187_bbec9e6e0800.jpg,bbec9e6e08007f2d0d8c211d9216db8c07878ac2108b484557726ac444fb60b0,256,256,bbec9e6e08007f2d0d8c211d9216db8c07878ac2108b484557726ac444fb60b0,5,train
AQUA20,train,train,203,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000203_0f746993928a.jpg,0f746993928a0249f7acf81245198e9598b60542bfe441b77cc4d2d90d2f8cbc,256,256,0f746993928a0249f7acf81245198e9598b60542bfe441b77cc4d2d90d2f8cbc,3,train
AQUA20,train,train,215,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000215_60e537e61a12.jpg,60e537e61a128ffa01b05e285d8af183aaae5e36d992efd69cbf65356d65fcbb,256,256,60e537e61a128ffa01b05e285d8af183aaae5e36d992efd69cbf65356d65fcbb,3,train
AQUA20,train,train,223,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000223_20a086cd65a2.jpg,20a086cd65a250f56bcd58331ac0870aac824627494d4826dbd02f2e851bfa17,256,256,20a086cd65a250f56bcd58331ac0870aac824627494d4826dbd02f2e851bfa17,2,train
AQUA20,train,train,234,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000234_e784bddf171b.jpg,e784bddf171bec55c7617de3c4c453528540965d7684b3028f8c111767a3a38d,256,256,e784bddf171bec55c7617de3c4c453528540965d7684b3028f8c111767a3a38d,4,train
AQUA20,train,train,308,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000308_f162d9c355d2.jpg,f162d9c355d29d3f45f5503d2fe7967c95d4308d633d7ca8b06323eb2d828989,256,256,f162d9c355d29d3f45f5503d2fe7967c95d4308d633d7ca8b06323eb2d828989,6,train
AQUA20,train,train,311,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000311_96bf8e86b2b5.jpg,96bf8e86b2b53258cca3977e907701224be67fa7550578d3380d9a2b5d502256,256,256,96bf8e86b2b53258cca3977e907701224be67fa7550578d3380d9a2b5d502256,2,train
AQUA20,train,train,356,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000356_9f678e7b460b.jpg,9f678e7b460bf65bb806a715bdce20598a7cfef2d4005326f4a42893fc3646c0,256,256,9f678e7b460bf65bb806a715bdce20598a7cfef2d4005326f4a42893fc3646c0,5,train
AQUA20,train,train,362,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000362_b5e08cf7d96d.jpg,b5e08cf7d96d2b5f2bb192e2bc249f16865c4ba449bc87b80559ebceeeadaaa5,256,256,b5e08cf7d96d2b5f2bb192e2bc249f16865c4ba449bc87b80559ebceeeadaaa5,2,train
AQUA20,train,train,367,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000367_1c3deb4316aa.jpg,1c3deb4316aa11b9b151371c75433cd2aada8a46c95bdf550def81b7170c4bce,256,256,1c3deb4316aa11b9b151371c75433cd2aada8a46c95bdf550def81b7170c4bce,2,train
AQUA20,train,train,368,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000368_afb974b3fd45.jpg,afb974b3fd45e8f76119f30a700ab06d2840474ad8ed3be4a4352ae5a47a8cd6,256,256,afb974b3fd45e8f76119f30a700ab06d2840474ad8ed3be4a4352ae5a47a8cd6,3,train
