dataset,storage_split,original_split,original_index,label_id,label,path,sha256,width,height,group_id,fold,split
AQUA20,train,train,36,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000036_27f8f3d0e3a3.jpg,27f8f3d0e3a31341e461a09d977cce330612ac70b5fada908388a91ceba29e55,256,256,27f8f3d0e3a31341e461a09d977cce330612ac70b5fada908388a91ceba29e55,4,train
AQUA20,train,train,128,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000128_3edb91466a56.jpg,3edb91466a56a34b0f9e9bae6de9c3ef8d914186114348bacd5468062690b62e,256,256,3edb91466a56a34b0f9e9bae6de9c3ef8d914186114348bacd5468062690b62e,2,train
AQUA20,train,train,458,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000458_4c3a1725b7d5.jpg,4c3a1725b7d569d7023769034092529e8d0104217a2dff483aed11057362ce4c,256,256,4c3a1725b7d569d7023769034092529e8d0104217a2dff483aed11057362ce4c,4,train
AQUA20,train,train,668,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000668_703fe72163a0.jpg,703fe72163a0ca452c6e1a75bef8ebdd3aae78efb0d403781a5857cb0055c850,256,256,703fe72163a0ca452c6e1a75bef8ebdd3aae78efb0d403781a5857cb0055c850,2,train
AQUA20,train,train,935,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000935_01f83ed50583.jpg,01f83ed505835272c4d5218b1df3953f2bef2e410a304bd5dc7c28a13f23a36b,320,240,01f83ed505835272c4d5218b1df3953f2bef2e410a304bd5dc7c28a13f23a36b,5,train
AQUA20,train,train,1010,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001010_e4fcb0403eb7.jpg,e4fcb0403eb73c921cbc674f5c717871b4c49b7c86f372b801fa815ade6f1b0e,320,240,e4fcb0403eb73c921cbc674f5c717871b4c49b7c86f372b801fa815ade6f1b0e,4,train
AQUA20,train,train,1157,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001157_a97fa7c79593.jpg,a97fa7c795930c9119f5c5de128f1aefbe34ebfb4f358d740285584759cbe19f,320,240,a97fa7c795930c9119f5c5de128f1aefbe34ebfb4f358d740285584759cbe19f,6,train
AQUA20,train,train,1233,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001233_b8370bba1519.jpg,b8370bba1519f50383356ac1cf2a648731e76db6fb5d1add76b55862b76338cd,320,240,b8370bba1519f50383356ac1cf2a648731e76db6fb5d1add76b55862b76338cd,4,train
AQUA20,train,train,1241,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001241_ade4ec4f40e5.jpg,ade4ec4f40e57069f0817c6893086c383f83d9a32bcdf95d788afa1672450526,256,256,ade4ec4f40e57069f0817c6893086c383f83d9a32bcdf95d788afa1672450526,2,train
AQUA20,train,train,1318,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001318_69a9f8b3b633.jpg,69a9f8b3b6333e20a52043fba720506ef60901e8dc2dc045df66fa23830ae654,256,256,69a9f8b3b6333e20a52043fba720506ef60901e8dc2dc045df66fa23830ae654,2,train
AQUA20,train,train,1449,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001449_c725e665d7bd.jpg,c725e665d7bdee3be18b075a09a2a6390362ce987fcf4ed5b639605ef6bb2b3b,320,240,c725e665d7bdee3be18b075a09a2a6390362ce987fcf4ed5b639605ef6bb2b3b,2,train
AQUA20,train,train,1461,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001461_42d92618793f.jpg,42d92618793f05a6f1311aaa314b1875803af60c3bdd4e9ce995a5087aa0512f,320,240,42d92618793f05a6f1311aaa314b1875803af60c3bdd4e9ce995a5087aa0512f,2,train
AQUA20,train,train,1584,1,crab,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/01_crab/train_001584_a651576e50ff.jpg,a651576e50ff1517528cfaadbef0ae7a68736c7b62a36940938df3b952709b6c,256,256,a651576e50ff1517528cfaadbef0ae7a68736c7b62a36940938df3b952709b6c,4,train
AQUA20,train,train,1643,2,diver,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/02_diver/train_001643_1c42d73ae7b4.jpg,1c42d73ae7b4b2ee3b53a3f13b4de68c86ae2453be7d69cf2ba38de77dc0aa89,320,240,1c42d73ae7b4b2ee3b53a3f13b4de68c86ae2453be7d69cf2ba38de77dc0aa89,4,train
AQUA20,train,train,1798,3,eel,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/03_eel/train_001798_04b47f109ccd.jpg,04b47f109ccd162c21d4ca08a9ac9b75167203dc526a86e11cc3a45d57894730,256,256,04b47f109ccd162c21d4ca08a9ac9b75167203dc526a86e11cc3a45d57894730,2,train
