dataset,storage_split,original_split,original_index,label_id,label,path,sha256,width,height,group_id,fold,split
AQUA20,train,train,203,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000203_0f746993928a.jpg,0f746993928a0249f7acf81245198e9598b60542bfe441b77cc4d2d90d2f8cbc,256,256,0f746993928a0249f7acf81245198e9598b60542bfe441b77cc4d2d90d2f8cbc,3,train
AQUA20,train,train,356,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000356_9f678e7b460b.jpg,9f678e7b460bf65bb806a715bdce20598a7cfef2d4005326f4a42893fc3646c0,256,256,9f678e7b460bf65bb806a715bdce20598a7cfef2d4005326f4a42893fc3646c0,5,train
AQUA20,train,train,368,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000368_afb974b3fd45.jpg,afb974b3fd45e8f76119f30a700ab06d2840474ad8ed3be4a4352ae5a47a8cd6,256,256,afb974b3fd45e8f76119f30a700ab06d2840474ad8ed3be4a4352ae5a47a8cd6,3,train
AQUA20,train,train,544,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000544_5af3ce5106f3.jpg,5af3ce5106f33d50e8c5e5fc2549356e0248bd71efa0bef523fb2a8fcc4cac9e,256,256,5af3ce5106f33d50e8c5e5fc2549356e0248bd71efa0bef523fb2a8fcc4cac9e,6,train
AQUA20,train,train,548,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000548_fda84a021ba2.jpg,fda84a021ba2863164edb807d744c6d854cdbad9d0320b98394caecf98f53488,256,256,fda84a021ba2863164edb807d744c6d854cdbad9d0320b98394caecf98f53488,3,train
AQUA20,train,train,561,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000561_c388169d4f9a.jpg,c388169d4f9af94345da4cce76805b1a61d6a35862108f8b70bceb8fc18dad25,256,256,c388169d4f9af94345da4cce76805b1a61d6a35862108f8b70bceb8fc18dad25,4,train
AQUA20,train,train,595,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000595_7457561c3b00.jpg,7457561c3b000e06b8f89e2f6be0eb5267981ab5a9b3d30a0362ebd4dc338813,256,256,7457561c3b000e06b8f89e2f6be0eb5267981ab5a9b3d30a0362ebd4dc338813,3,train
AQUA20,train,train,973,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000973_c9bede3078dd.jpg,c9bede3078ddace1eec7f11629a70e98838632e7fe79ad2a3abf653a8d33d469,320,240,c9bede3078ddace1eec7f11629a70e98838632e7fe79ad2a3abf653a8d33d469,3,train
AQUA20,train,train,990,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000990_34eb050e860a.jpg,34eb050e860a57dcb5eb5dd0358e139f850f70df05c3e5846a9e4345c63d40f1,320,240,34eb050e860a57dcb5eb5dd0358e139f850f70df05c3e5846a9e4345c63d40f1,6,train
AQUA20,train,train,1098,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001098_bcd4700951ac.jpg,bcd4700951ac3a7ae6838b629ca23a4b5b61ee93af56a73e64e20a62fdf7047e,320,240,bcd4700951ac3a7ae6838b629ca23a4b5b61ee93af56a73e64e20a62fdf7047e,6,train
AQUA20,train,train,1157,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001157_a97fa7c79593.jpg,a97fa7c795930c9119f5c5de128f1aefbe34ebfb4f358d740285584759cbe19f,320,240,a97fa7c795930c9119f5c5de128f1aefbe34ebfb4f358d740285584759cbe19f,6,train
AQUA20,train,train,1344,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_001344_8604403049a7.jpg,8604403049a77dae78e0211d7cf320120853ed8db849738cea8b6e4c7b5be431,320,240,8604403049a77dae78e0211d7cf320120853ed8db849738cea8b6e4c7b5be431,4,train
AQUA20,train,train,1791,3,eel,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/03_eel/train_001791_2e4ac29fbaa6.jpg,2e4ac29fbaa6664d52180fd0fb924f8260c6f96ee9b15a9f7c53412d39dc9dd0,256,256,2e4ac29fbaa6664d52180fd0fb924f8260c6f96ee9b15a9f7c53412d39dc9dd0,6,train
AQUA20,train,train,2240,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_002240_4655a843afdd.jpg,4655a843afdda9e3052ccb2e24f8c9c6c3676ab794de7855bcfe4f65a0a44cf5,256,256,4655a843afdda9e3052ccb2e24f8c9c6c3676ab794de7855bcfe4f65a0a44cf5,3,train
AQUA20,train,train,2261,4,fish,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/04_fish/train_002261_b32bd3f08184.jpg,b32bd3f08184fe4d9d0b1a4a945f5531b86e3f8acf8e326febb40bbaf15a816d,256,256,b32bd3f08184fe4d9d0b1a4a945f5531b86e3f8acf8e326febb40bbaf15a816d,6,train
