dataset,storage_split,original_split,original_index,label_id,label,path,sha256,width,height,group_id,fold,split
AQUA20,train,train,19,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000019_2c4442cade22.jpg,2c4442cade2231a152907183b586c8171b61602bc090d7687a786b53ef5c9793,256,256,2c4442cade2231a152907183b586c8171b61602bc090d7687a786b53ef5c9793,4,train
AQUA20,train,train,34,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000034_2a3954ea4a89.jpg,2a3954ea4a89b8171d9b9a2f04bba700e68854e25e92221c2daf03a9e5672616,256,256,2a3954ea4a89b8171d9b9a2f04bba700e68854e25e92221c2daf03a9e5672616,3,train
AQUA20,train,train,42,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000042_382b0bcf3902.jpg,382b0bcf3902e51b76339712cf4981a573adcd09a0f39f79d3d81561b569b2cc,256,256,382b0bcf3902e51b76339712cf4981a573adcd09a0f39f79d3d81561b569b2cc,5,train
AQUA20,train,train,72,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000072_8b0b53ed8704.jpg,8b0b53ed87041c7c6449c31e3f89e7f94f86e8c84ba48cbe7168486910a3a853,256,256,8b0b53ed87041c7c6449c31e3f89e7f94f86e8c84ba48cbe7168486910a3a853,3,train
AQUA20,train,train,156,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000156_0f5a9ec5509b.jpg,0f5a9ec5509bc10497ef3eaa35a5770c0f9b6a2470f753c5761f5644a1b56c34,256,256,0f5a9ec5509bc10497ef3eaa35a5770c0f9b6a2470f753c5761f5644a1b56c34,5,train
AQUA20,train,train,235,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000235_cbbd8e447cd3.jpg,cbbd8e447cd3d0fdb25b499be5bf21923eae7b43ebd9440caf98d77fe17e9f7a,256,256,cbbd8e447cd3d0fdb25b499be5bf21923eae7b43ebd9440caf98d77fe17e9f7a,5,train
AQUA20,train,train,245,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000245_75b8219b1150.jpg,75b8219b1150e02093a96e8fb2379ea592dee3130ffd337edadc449fc5aecabe,256,256,75b8219b1150e02093a96e8fb2379ea592dee3130ffd337edadc449fc5aecabe,5,train
AQUA20,train,train,257,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000257_51468e1ba433.jpg,51468e1ba433ca0d6b2062d5396f2316f899087250844eccea0ea4ab6aa19b54,256,256,51468e1ba433ca0d6b2062d5396f2316f899087250844eccea0ea4ab6aa19b54,5,train
AQUA20,train,train,285,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000285_70af36ba2696.jpg,70af36ba26969a5f30f410546c54046b60cba5624e56c94ec7f50ee83f616568,256,256,70af36ba26969a5f30f410546c54046b60cba5624e56c94ec7f50ee83f616568,3,train
AQUA20,train,train,287,0,coral,/home/tahiti/MARINE_DATASETS/AQUA20_PREPARED/images/train/00_coral/train_000287_01826fd0d800.jpg,01826fd0d80018eb2e744896855f94bca72518dda4a3624ac7a309c268a8411a,256,256,01826fd0d80018eb2e744896855f94bca72518dda4a3624ac7a309c268a8411a,5,train
