annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split,fold_sensitivity
1,1,71,Sebastolobus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1_1.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1.png,b8d759034ded8457e3b39b7a9bce61418bb765f9d6eeabaca8880a5a06b7db6f,44e6dff4ff5127f7eea5e64ecaa9a2b810361474a8af0360674de6cbb6b47f73,1,2,train,4
2,2,8,Apostichopus leukothele,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2_2.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2.png,cb0d798527c18a16290a63741b34d583e43737fcf87f57492a8da11eb06dc933,5ec76c7a919fe67f217131da633670a5bbf1e6837e84fdaefde9f338be1de65b,2,5,train,4
4,4,37,Keratoisis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/4_4.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/4.png,83433b68ef58afde232c460f8cdf6b9a46892ec920cab46ae08e95d8ca645a15,ed6001080e68d818988a82485283c25cb5ec9720e7a41a5a4934ff3535951a36,4,5,train,0
5,4,37,Keratoisis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/4_5.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/4.png,92040a75efd79a3d377f5c267da8c7153a6b3884fdb3872b9ecc842e34448f24,ed6001080e68d818988a82485283c25cb5ec9720e7a41a5a4934ff3535951a36,4,5,train,0
6,5,45,Munnopsidae,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/5_6.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/5.png,91328f3023833713188cf4b3694bad6707c1c78f91bc81717c2ccdb8534d95a6,005cd7463cd62ed5e18e3c49e1d9b22734415ce76d060df563a0e8bd58bcc8e5,5,2,train,4
7,6,68,Scotoplanes globosa,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/6_7.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/6.png,a8e8a650b9e021e47e10601c35f2e05162a7cd682089d47301838490de058acd,0c5a32ed859f6069c860b733a9ef7c7f236fda738ab01044fa18e1626953be15,6,1,train,5
8,7,71,Sebastolobus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/7_8.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/7.png,ebc9eb28fed8d1d69cbbee547cbd625747de4fbbf3dca4be9e514289e3436472,f4cbd73665e5a9528a75b18df7577ed7dd37fce04e58af11821d5c4fccb3e397,7,6,train,0
9,7,16,Chionoecetes tanneri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/7_9.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/7.png,0042406a3a7e851f770684c3f6ecca45ad0df0653c290ffb97dc18bfdea82571,f4cbd73665e5a9528a75b18df7577ed7dd37fce04e58af11821d5c4fccb3e397,7,6,train,0
10,7,71,Sebastolobus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/7_10.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/7.png,885f4667d4adcb3f4d74e9c90a9a86341d5544a03c50820e4de81d3cede26aee,f4cbd73665e5a9528a75b18df7577ed7dd37fce04e58af11821d5c4fccb3e397,7,6,train,0
12,9,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/9_12.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/9.png,9dbd67baa02ff0508c838e4a782ee5dadb3308ad376a723c5b92f07f3945322f,a2de5c70535060eb66571b0723b8ac242dcf7d36f18210b988abe89476ad573c,9,4,train,0
