annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split,fold_sensitivity
13,9,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/9_13.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/9.png,30ea6722ba880e6b883583bcc731901502e8ff869f19a351b5552d7a03c6d6b0,a2de5c70535060eb66571b0723b8ac242dcf7d36f18210b988abe89476ad573c,9,4,train,0
17,9,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/9_17.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/9.png,f3ef449e53466d9d0787b2d017df455efd765c93ee0381328e12bea2cdb4cb19,a2de5c70535060eb66571b0723b8ac242dcf7d36f18210b988abe89476ad573c,9,4,train,0
20,9,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/9_20.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/9.png,c9e54feaa41a21146f64291e278e68a9d7466566f6c82461e91146e3e947be2a,a2de5c70535060eb66571b0723b8ac242dcf7d36f18210b988abe89476ad573c,9,4,train,0
29,11,19,Crinoidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/11_29.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/11.png,6ef6fbed7aa363d52275d047268a1926e474c02a7385f620a7e51e18da01ee9d,6341dd47ecf6f87a18f81c2031f6a17d42a5cd119947e8a6ea217c6de903fef3,11,4,train,5
32,11,11,Asteroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/11_32.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/11.png,7c27949a1d72fa53f91527d1330eb572eeb3131e668c1bf1a9bc2d39ae3b84f2,6341dd47ecf6f87a18f81c2031f6a17d42a5cd119947e8a6ea217c6de903fef3,11,4,train,5
46,15,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/15_46.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/15.png,c205fe3f64b100a0327ebdfee540eb2909e58df0d1d8e267472a0f825fb93cee,c837ec480911d974cb9f8374289c7656005c2a78be1935e7b1ec001ac7745319,15,5,train,5
60,21,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/21_60.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/21.png,a99bbdab1055e411420ec87275b9665af6f8a7c396811d6be9ecb2eca24bbcc0,1d33cd1e92ce66a59e6277f6735eb746fb5e3f46262daa940678124f62cbe837,21,1,train,5
80,34,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/34_80.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/34.png,a496f1e53541e907cd9c97112c31131dafec32d30c1c5413d426108a47ec806a,599a53ea11345eb77dbfa2939caf10e4f26cc87c14610b9b3316947ba90884f5,34,4,train,4
102,39,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/39_102.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/39.png,8d8edcec5946359a90823aee860b7f1bb2c4eefce28d05b177680e78aa12976e,ee920379c24cae68b526bb636d1a203caa4f994aec7a179c8f419c39e36c53b1,39,3,train,5
103,39,34,Isidella tentaculum,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/39_103.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/39.png,0affa5456b74f24a8f748e70113489192b3d11fb25fe8b1fb022e96409125921,ee920379c24cae68b526bb636d1a203caa4f994aec7a179c8f419c39e36c53b1,39,3,train,5
111,39,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/39_111.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/39.png,01714dafc3d411fabaf5c7aea00e85b6f41927aeca4640217e9106819894c2ac,ee920379c24cae68b526bb636d1a203caa4f994aec7a179c8f419c39e36c53b1,39,3,train,5
117,39,62,Psolus squamatus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/39_117.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/39.png,5833c4dab74537d053a4facdfcf6045dbd34ae00fa65100183bde01d02a85b42,ee920379c24cae68b526bb636d1a203caa4f994aec7a179c8f419c39e36c53b1,39,3,train,5
126,40,38,Liponema brevicorne,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/40_126.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/40.png,72e86ca8f0756b0c1b130696130be08866df80ce557bb39c964a230165522a3f,68c22229eaa003a9e04eaaa6c859ca153239efca0bfff75223c47eb3b7952cf5,40,1,train,4
132,40,11,Asteroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/40_132.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/40.png,85ae4ee5cdef10e612ce68e3f0a6148a06f73bea1f05cc72d8238a3b4c08cba4,68c22229eaa003a9e04eaaa6c859ca153239efca0bfff75223c47eb3b7952cf5,40,1,train,4
135,40,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/40_135.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/40.png,91754cc5b8c3c53938c62b0d88cb8320d550531dd924142d5d274791deab5916,68c22229eaa003a9e04eaaa6c859ca153239efca0bfff75223c47eb3b7952cf5,40,1,train,4
137,40,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/40_137.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/40.png,5583eb37a223fe4a4ebf0311bbdfcd4bbc7b7c1580ed54877601107368669057,68c22229eaa003a9e04eaaa6c859ca153239efca0bfff75223c47eb3b7952cf5,40,1,train,4
140,40,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/40_140.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/40.png,94d74af38502db0af569c6face5a8a7c509aea66eeca5b542e22379d0b3d0f60,68c22229eaa003a9e04eaaa6c859ca153239efca0bfff75223c47eb3b7952cf5,40,1,train,4
160,41,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/41_160.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/41.png,78357c43ad7011185d5b3e6e33a8c6822b0e53d67a959eaccf40e2a7defa277e,7844c7c330f98280a21fddd51ab5a6a33a11daec0049397398f75e45f8664107,41,1,train,0
174,43,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/43_174.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/43.png,ccc07ff2c74f0f10332ce34deb0d8143ee118ae0f5d500ae3dc1ff8195f681e1,3de41178c6b14adfd10d0968b3c9c7deafaf9d63a96963d59a838301476bec93,43,5,train,5
185,46,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/46_185.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/46.png,976f63a49642ace24b5b2a3bf71e0a0ff2f4c6931ff9159f4d01564ecb3069d8,0e3a77f5eb3817a78c45ab0d5e4837646cf9f5e4c09ce187b7fc2a7c92d81d5f,46,5,train,0
194,46,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/46_194.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/46.png,046ea734178f77193108158a6f4bde3d74e7a4a34b4bca81fc0814f25e809cc0,0e3a77f5eb3817a78c45ab0d5e4837646cf9f5e4c09ce187b7fc2a7c92d81d5f,46,5,train,0
195,46,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/46_195.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/46.png,48103108109dfb42a0297bfd0c63d2ec55ef99651d787a5be68d69b78c2eb107,0e3a77f5eb3817a78c45ab0d5e4837646cf9f5e4c09ce187b7fc2a7c92d81d5f,46,5,train,0
218,48,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/48_218.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/48.png,bfcbb9523795b4122754347670825fbe75269bb6218479a68a0721bfddef69eb,2bbe46f45511b51ce47a921a457672c82b13bf7e7dd7573ec7ee2d8c577e423c,48,5,train,5
