annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split
181,44,16,Chionoecetes tanneri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/44_181.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/44.png,1e6f5e6d6d128cdd4ea0eedd9cb8b266a9a16c502034508c888636febad31e04,f33a2272ed008c869f3d4071de9b4cdebf5cb4d76566c897f05285859b3dceea,44,2,train
204,47,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/47_204.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/47.png,5a2d51cfaebff76bf43b7475a8d77de73950522a29499b9adcb9ce432380aba2,53d18f0cf3e87a07babe03da98314008345d82d1cf3702151cdbdfaf0a01f662,47,6,train
319,74,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/74_319.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/74.png,4cc954efee6f3340bac7f36c6fcb345e17cfb15d600ffd6382936e143ec7a6ff,332dcba6e4b7a7e0270eeed9d0b46c7d3b79a883f5422dc95550873eebe36bad,74,0,train
673,170,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/170_673.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/170.png,e72a3f2f4844bcf00ee889ad451c56a6c4051f99b2ba7478152a62a7ccffe218,dd16611b1dbfcde7e9147a5572741d279027ed66f4c3d10eed1419b9cf35a86c,170,2,train
705,178,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/178_705.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/178.png,268a6c542d5023bef15278115b774c67a10ef213ce34d25b69810cb1f6778cb0,8fef80e8d3b4081e0ec29b4fbe88813a8c4a23ed857d414f0773608d4be089ba,178,6,train
794,211,32,Holothuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/211_794.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/211.png,75cd8a094363f0c842a8cb54b3450169030966508aa5ae903a34190948d6ce6a,9a00e4141c32d3814c68c9b1be151fa995e36080f9f3effe136b3629ed4509f8,211,0,train
948,259,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/259_948.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/259.png,0b49189ffed1c7263aa394daddffdeef9702b3d176a3a194fc7cfc7175f0da03,25c0aa508a55b69ae580c888fcf6247be59e1b23c4be1ee7eaf93a2c7bc5a7e7,259,0,train
993,268,68,Scotoplanes globosa,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/268_993.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/268.png,d80b62e700093384791223bc6a079e19b3736a9aa64538dec23b09ee17e516ba,9ade60ab3569f3d797463ee0acc4a870b92fb0ac8b1eb2a46dbab41cfa30499d,268,4,train
1204,324,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/324_1204.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/324.png,1ecee2b5db9891015018bc3bfb2336cc307949358b044d6d0a3c43938da7976c,8db4af5f50f49111c8e2b069fcde45c51b0125978e7ee0df986fd801f3387e94,324,0,train
1257,339,79,Zoantharia,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/339_1257.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/339.png,d93234e0ccf677293c5333025e57028b6851b056eb96806eaa40f2c7174ccebe,a60862e5c141bdafd22821fb1eb63824b5a51709671a0317ee6acf3c0ef0cb32,339,1,train
