annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split
86,35,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/35_86.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/35.png,140172e265807fc9ed6ba531b59d636d3a4f8fc4670578aecda8294caa2a2f27,767e0f0605aaafe4217ca66fabb23f326004293bc65d07d680666094a7a6bdbf,35,6,train
565,149,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/149_565.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/149.png,ef858e21ec3fbd7db38d6e0d1ce1e6f53dfc6b6a5c1028656a3445edc4400758,b1a5e1c2ca3d2e5baeae8d007cc77df52f19a2516db89852c9caaf701fcbc85e,149,2,train
665,170,16,Chionoecetes tanneri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/170_665.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/170.png,ec4001de8734b3c3fec3a3ae40ff885cf47719e5fc3977f42bc34440f924dcc9,dd16611b1dbfcde7e9147a5572741d279027ed66f4c3d10eed1419b9cf35a86c,170,2,train
759,193,65,Rathbunaster californicus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/193_759.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/193.png,8a5e6e8bfb55bfe3142ff5e64dbcd52787fbc7e2eada184df02a8906dc8ec645,737dc29879839453ceca5b34dd50c6f936bc31fa468c00ec3f03c5f3895e4834,193,1,train
764,195,68,Scotoplanes globosa,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/195_764.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/195.png,93a1ce8bb7fa332c26b7d7fbf86a62f749ce5d3a2653c49fe785fa9b3e42cc4b,ecd604a5e374d2271df417922196999a7bebbd0e0c2dd94960d6267cd8806600,195,2,train
910,253,21,Elpidia,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/253_910.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/253.png,18aeb1ff192ae64393055bd8dbcd533a59c4ab5bedc62c2468958fd81964f15d,98a0d56368b7ebb8e27b67330c780d93e369407fc1269aadaacbfad929a2df33,253,2,train
1394,367,29,Heteropolypus ritteri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/367_1394.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/367.png,e323d4b37c622d477083b0e2132d7243ba9da0caa2f10b35b58c67a2b2d35bfb,cac6d5a53073986e2ef0172aa50d6e472d95ff424e65a4f6f06e62b2b35772ef,367,1,train
1413,373,79,Zoantharia,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/373_1413.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/373.png,6738ecdba24ecd7e86cd237b1f7d755b11150796e70611d32adfaeda201ef7fc,4d892a537a4b5a79427fadd552e7ef4cd0b2b4b86c0f78415c9fdc744c2ae6a2,373,6,train
1476,381,35,Isididae,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/381_1476.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/381.png,f7edbcf2d1644cd7f270d2cd0703e17521dadc4aeb36b7d674a61a8df9ab3db4,e0c369475c6fc104f5327162768fdf0dc50b523a0236ae17d5a4344a612179c2,381,2,train
1682,414,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/414_1682.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/414.png,e782c1e1e17cbf890411ad6eba9be048734c24c59284a5ebe767398399426697,54ae285959a970899926a68f697676500ca308fa1927b705b17676414480f976,414,2,train
2047,500,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/500_2047.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/500.png,b2037db538f1331ef047013622e2e90e6df775fcac18a3cbf13a3766197b7b49,e8feaad569951ae1e9f2837704273d658cf4e056b21e13b7e0551552975fc32c,500,0,train
2296,553,30,Hexactinellida,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/553_2296.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/553.png,b7be2f64e1ec283abad796cbc220f379740287df06e468a85ca50575185cb607,f606142b75348de0b6e0e3d7360a1877a0a7f842fc18aa251555da9f1c02a315,553,4,train
2557,629,51,Pandalus amplus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/629_2557.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/629.png,3b0a66b241288394a6e70641942632dd8bc2c758ce16dc6d7a5ac804ed7a6115,e0aa3f2ac45b9c352d0295502a9f3f221f964ac992cc67d6264d8947708e8236,629,4,train
2558,629,54,Paragorgia,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/629_2558.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/629.png,288f8d91e6d99cb1e078f82d51a78c231503469fabff40c950058c857ad5d424,e0aa3f2ac45b9c352d0295502a9f3f221f964ac992cc67d6264d8947708e8236,629,4,train
2739,681,17,Chorilia longipes,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/681_2739.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/681.png,67f44201ed51ef23251f0ac3784cc2e11914617af9ee365b6fef2e9d6f15bb16,813fdbf88e1a79131b28b726994e986e4ecc0fa00e3433793874ccf959324068,681,6,train
2800,702,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/702_2800.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/702.png,e29625e0078bf49bd064a8b540996cc2a7a86b0a896eda5f6fa2ff3485fbc571,df1c5c5680dca61f649a397eccc492e52ba0777cde03f34c2f348741ca75cd35,702,6,train
3102,777,41,Merluccius productus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/777_3102.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/777.png,1d29dd7db650c27421ee470cdcd0b6ca701b27c887d27c28657b00d8e6dc9ada,79be2c9230af6ea1c4a56afea10cab9dfb02536d1f73d99121f2b44675d7ea09,777,1,train
3242,823,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/823_3242.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/823.png,c222f548af45b2792658a68f8b7c5a0f088455c37f9682b7729f815b2933f016,b19cfa2cfd0412c5c6e2d9b7386e27441263b4fd5bd7b4c5eab3d3b59cc5b219,823,4,train
3293,842,71,Sebastolobus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/842_3293.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/842.png,90d9031a57725cbe5a0940e3211661a13745ba7b1d747e438d8c542aece4ef01,36754faf2c8579360e84fe7b964e24e4f76733cf636481865202501c13b4e0a1,842,4,train
3594,923,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/923_3594.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/923.png,e011b929bdfbf245c3127e197d2bc12e1a0499425eda6fb369942942c6b7d814,ac62b91c27cc0724d7d847c1fe3a1da33f35d10b97c7385e9d616b7c445b5c21,923,1,train
3610,929,28,Heterochone calyx,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/929_3610.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/929.png,3fd2546ebf3dc27b2bd7f3c11fe09f624d52c25d598d80fc317ecba648d825bd,2376871722d75ed696c714b29ca1808c880063359b79d3c0695003211f533c35,929,4,train
3801,980,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/980_3801.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/980.png,ce06c203c0bada7f7f745bd5fa68cede38b915df303785b0ae9d458a79b1a04f,e07881acac426482c056475e82d39a95662a37e1459911809c05251d43c99ca8,980,0,train
3894,1005,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1005_3894.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1005.png,ee007858c9396a0fd3cbb1ea8e70f62f176ee053c0aeacc67587b5bbb3c20617,bcf695a521c46527cae32765d4345997277adb7fb17c55eb15ff4d9725be41e5,1005,6,train
3934,1017,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1017_3934.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1017.png,3d6c72b2105240e77b5db34fde471b18bc792bca5529c64591231bf02609ffc8,6aeeed0c5d9d6f21bcd072f0862abc71349c75fb7fc157e3202ec589a72f638c,1017,2,train
4212,1103,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1103_4212.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1103.png,bd1dc5e2b7a4c42f4cbcbbb1e8757a1b261b9a8d19cf076882b0e9df0753749d,69c68dfd4a386f4c7080727e30147d6d17e98e72039b895211e5125eb1a089b4,1103,6,train
4341,1139,73,Staurocalyptus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1139_4341.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1139.png,42803b98f9f82c642cc785a10296af74a7498428ff88f9f2234942d8d111e623,4d061a7b31479935db85c369285dabb7d27aed5397fe8253f70f0b665fcb7434,1139,4,train
4451,1165,36,Isosicyonis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1165_4451.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1165.png,6bc78f4b11b7358d7e6a7a0b000397625680d62ca37201eecdbe7b13086d82b2,649d45ea4451ea5acf9d035085fe54313fdf3055a2b31dbbce644bd1e5e64fcb,1165,1,train
4699,1233,11,Asteroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1233_4699.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1233.png,c0d81509c97587bc39063022179a0c7696ce7c2b44f4f0ac2b59c49eb7f96cfd,a883bdd05bdd43f64978a3cc1d50dc2bb915106408c813140895cb96518ef8a9,1233,2,train
4742,1249,11,Asteroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1249_4742.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1249.png,b9fe9e653fe547c8eeda59109c7fa9f4e4c590f285de0ec2317283cb76972aec,776c6178867ee385101afc9e4c1bf5afbc0c6475cdbe8386f0854492a04e34c0,1249,0,train
4745,1250,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1250_4745.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1250.png,459dca84b476f4cbc82331d6a26e830a05687d54e0519283e41de1a314a72fe7,a7662146c836359d47037adb9aeb2351d55557f6104a1f12ab7e7cbae1532f41,1250,2,train
4769,1257,16,Chionoecetes tanneri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1257_4769.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1257.png,1dd168ec5511fdbe3f87eddb50a2dfdf429d2b5aab00a1164f37113aad73cbe8,d4f9c13df0c566ee0db7d971eb7c76575cf21548a5e61b736b7e665e8c3457bf,1257,1,train
5023,1331,24,Funiculina,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1331_5023.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1331.png,1d4a9aea1b4c55e250c6e602e26dcc49482f66bd2744e0c837e10b4a574ea371,9a23b5c9b1e1d99c9dfaa79495cef43979f71396799cf02156953b3beedf5741,1331,0,train
5110,1366,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1366_5110.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1366.png,10208f8d4d97860e3200255d4a12ff115fddb4a3959f8b41729aea7c282cbfc9,b5c320656940a6f48b2a82b55042279905081ba1268bdb60d7b13e0768f44695,1366,1,train
5777,1576,28,Heterochone calyx,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1576_5777.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1576.png,749168999269b781d9d4616f5a716c42f2ba78197cdc96dd12438f60eb65aac6,e93e01f5e92cfa6d87851ba6a4c2fdcbea0351d66a7dc6e4338cbf77b692c114,1576,2,train
5827,1590,47,Octopus rubescens,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1590_5827.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1590.png,2e4966d33c9a36ddf68d88928ee03ff0220754551f8301ed56bd9724529d64be,07a55a22d355b1e19f42d98da58a876a45157a609fe4bba942be65aceee70013,1590,2,train
5952,1620,47,Octopus rubescens,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1620_5952.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1620.png,54da93f1a76cd347c07c4cfed5dc3099f5f9f859f19cb8df4664ae771e58ac1b,3c429ac4cc6fab1169a82d50893c089cd59d40f2e443731f1c574aa0158348f9,1620,6,train
6025,1644,76,Tunicata,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1644_6025.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1644.png,132f0ed68702ddae09d8c77f434eb9ef0d99238174c962efd15d2ca4cc59410e,9a493d1e675e76820019d15fec0470017e5840ef842f7c6cb2fb13467e201cd5,1644,1,train
6110,1670,67,Scotoplanes,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1670_6110.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1670.png,606188938788686210c689ad7954a68d039d9085f03a1fcfed4062a28e856b40,0ac40566c4a421f0f49b221b784ed9edd222ad087132668bb10c7bfee448b70d,1670,0,train
6120,1675,45,Munnopsidae,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1675_6120.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1675.png,1edf641a2bdec5a3019fa5b4e72295e80632a17de0d5ae111e0e943ccc8e5119,a0c09fbaa7b84b18e0def098e27674227273921b3aaad59cebaf58e235103222,1675,2,train
6143,1691,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1691_6143.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1691.png,105ea18aefa2a502ac2329bae3d766bfdc32747d7bb4eaff337c4e18ecefe443,3df042d9214b6dac3d8c608a978923f92722ff469e007e6659891c577792c04a,1691,4,train
6501,1797,56,Paralomis multispina,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1797_6501.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1797.png,5613f78752bbcf60659b693bcaffc88fe35ab63de2cb4dff0bb915be26c450e9,ad7930f693a9fd2ba8305462d7b4253fa03c543dd227889d06fa411f554693f0,1797,2,train
6589,1821,62,Psolus squamatus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1821_6589.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1821.png,c408265ff09d871d2ad03ea9d83515562ae41d960f75fc80e0e7234e24882166,44eae2078afee9507be32abff748d394d615acee16f4a236446713ce5af252a3,1821,6,train
6634,1831,37,Keratoisis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1831_6634.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1831.png,65eda6e9dce90f013805ba4c4ddedc2486dc8ad92f827007de8d32f0da644dbc,195bce7905589d5ddc0ac51d10c93e6f19ed4b61d16155b85979d80b5d147546,1831,4,train
6644,1834,71,Sebastolobus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1834_6644.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1834.png,aaffd2105e2bc668236201b5bed4db57b0f7536a6b912af962f5049984de3679,7d59ca7783844fb4a164887b03a79e66a3c11fb6430ae0dd68dfbf5d6d0eb669,1834,1,train
6762,1883,53,Pannychia moseleyi,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1883_6762.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1883.png,c020d4800951a7a51e272b1ed09160b8642f4767a210843efadec912f51159ba,2b1cc07c1dcb4834465fd1f6c65f64ddb3c3d3afdcc0cd26d128ac6ca5c6f6b9,1883,1,train
7306,2064,67,Scotoplanes,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2064_7306.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2064.png,0d0150e98de188135aa296a79e4d4b675a3e5a69c7bacece3fcfe0c8d92c72d1,472401b31ee9398c8b3f28a1beab396e8ebd2565487ffec80c96624a120fff85,2064,2,train
7401,2088,62,Psolus squamatus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2088_7401.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2088.png,91e3ea2a9b6a95f75d4cac18c23c4be460f0185b72d0edcf7b351f0385a49a8e,4047f1991a71b758ca26e1bf077cc2a453ac0beb5f20d92cebc55615f11dac2f,2088,0,train
7533,2145,24,Funiculina,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2145_7533.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2145.png,f2b715fca0c8814c97e81175baa45e3c53e7aa0445579aaa713d7edc4d7f7b72,caf42744a031dfadde63ade4240671151f0c62d913b28d11492cacfb19dba1b2,2145,1,train
7578,2164,53,Pannychia moseleyi,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2164_7578.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2164.png,12da39f62d63986ecd63b945707c06162df568cde936bcb2c398f5c3a4d030d6,8d620194a79c0f850fe93ba1a1b4860ea6b3a82bc91ea2f4342286d58c52e4ac,2164,2,train
7867,2275,68,Scotoplanes globosa,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2275_7867.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2275.png,7734c7162e51a9d7caa17d37bc0384b258c1959da2771426ea1830b85f25e452,78c7af8706747dfd4fc72116e409253f5ade430d15ec7adad491aea3ba3bfd05,2275,0,train
8146,2393,65,Rathbunaster californicus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2393_8146.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2393.png,f3cf308c9f513810fa9819905656ef3e6ed642650afd57871a7fcdad8c67a6ab,a274f511f9d4f251a2a9f9f5f34f14f7ec3b1c91ebb341c2834c32d413ae05b7,2393,1,train
8306,2427,37,Keratoisis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2427_8306.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2427.png,c30f70de1d54fcdb41c9cb686ec7d51a3e384eced27e6feb17a6759ecc139d13,b57f118f4c7d9a501e240c4ef07c5667a10fb87b41791e313063ac06bb44f2ac,2427,4,train
