annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split
204,47,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/47_204.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/47.png,5a2d51cfaebff76bf43b7475a8d77de73950522a29499b9adcb9ce432380aba2,53d18f0cf3e87a07babe03da98314008345d82d1cf3702151cdbdfaf0a01f662,47,6,train
673,170,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/170_673.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/170.png,e72a3f2f4844bcf00ee889ad451c56a6c4051f99b2ba7478152a62a7ccffe218,dd16611b1dbfcde7e9147a5572741d279027ed66f4c3d10eed1419b9cf35a86c,170,2,train
705,178,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/178_705.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/178.png,268a6c542d5023bef15278115b774c67a10ef213ce34d25b69810cb1f6778cb0,8fef80e8d3b4081e0ec29b4fbe88813a8c4a23ed857d414f0773608d4be089ba,178,6,train
794,211,32,Holothuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/211_794.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/211.png,75cd8a094363f0c842a8cb54b3450169030966508aa5ae903a34190948d6ce6a,9a00e4141c32d3814c68c9b1be151fa995e36080f9f3effe136b3629ed4509f8,211,0,train
948,259,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/259_948.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/259.png,0b49189ffed1c7263aa394daddffdeef9702b3d176a3a194fc7cfc7175f0da03,25c0aa508a55b69ae580c888fcf6247be59e1b23c4be1ee7eaf93a2c7bc5a7e7,259,0,train
993,268,68,Scotoplanes globosa,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/268_993.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/268.png,d80b62e700093384791223bc6a079e19b3736a9aa64538dec23b09ee17e516ba,9ade60ab3569f3d797463ee0acc4a870b92fb0ac8b1eb2a46dbab41cfa30499d,268,4,train
1317,349,25,Gastropoda,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/349_1317.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/349.png,2b11a5f6a76067c3f2d764b3be50569fa13287b9c7e4d8aa3adfce8982236838,70e2fbb1b3512054c62be8f862a07a3aaefbdf05c9e93f26c45c3cf5d8b433bd,349,6,train
1473,379,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/379_1473.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/379.png,3507c61ed55cb8ec7c3f36a2d86303687e29689bc8432ce6695e8c18d1691e98,2e413372ddfb5aec6b97dee2bf22fca06485aa2fe213c6bf6813c984bbc69eb9,379,6,train
1864,444,45,Munnopsidae,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/444_1864.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/444.png,5119c79b77fd23374c659b490c7e8f33e4cadae61159fe0a3d612d32fde0c00e,d71c37939dadc0441070ff1c3e3294976fc8c7de0e8bd1aa59dce637adf2c8c9,444,6,train
2846,719,14,Caridea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/719_2846.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/719.png,2d4dc62e0bf960c08c09258d4fae23dcc4c98d1a69882dde865c55a4b1290b57,3366c99dbb5059a3c4cdf576b645a04d13ed26379a546f90b1cc660067081105,719,2,train
2952,742,42,Metridium farcimen,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/742_2952.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/742.png,c543ad1f267228ec02ceb9dc350d36da531b13b2c7c991f4ebdc2c2f07a3e10a,624a57ba577556995db77e2f8acfc163738c1d1687f00a4c599bf6dd2a790ac2,742,2,train
3049,766,16,Chionoecetes tanneri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/766_3049.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/766.png,677b58d3c2794e56ce5c7798d6669ba6894f4b2356853256c22f347c21ce5061,d74854ade035ad603e2c4f332bee6c83024942b2149dac4bed588b625c133525,766,4,train
3081,768,43,Microstomus pacificus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/768_3081.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/768.png,8d30576545c392e563df5b7652d66eeaeab30a6cbdc6fdb834169141653e0b39,2d96e9a9da9a0b276b45677de1d2888cd3121b89889aa788efea058fc3b6ef64,768,0,train
3214,819,19,Crinoidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/819_3214.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/819.png,ba98cbcb0d5255a329c6ceb5c775bcf790e30ae04e7a47c6c75a1889d08daf2c,dfc46811ad56278c9cdd10e038348387a0c575231a299388677125a8d14e81ed,819,1,train
3215,820,2,Acanthascinae,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/820_3215.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/820.png,725e93548cdf5410e17adff547890fea3824f63ebde14e1dda9a8ebe7ee5e0c0,99947cac679d78b6725f9dab91cc1b11ddd7d7b08ee7fe3f54952b835dd29102,820,4,train
3359,861,73,Staurocalyptus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/861_3359.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/861.png,a849a8dca5b097313c5617efdf4f4270fc00816ce3ab464bfac120c906f86ce2,0eee46cb64e8d2959a1827ba36d6f7fe48bc418fa64d6085191b486a7cba7449,861,4,train
