annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split
9,7,16,Chionoecetes tanneri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/7_9.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/7.png,0042406a3a7e851f770684c3f6ecca45ad0df0653c290ffb97dc18bfdea82571,f4cbd73665e5a9528a75b18df7577ed7dd37fce04e58af11821d5c4fccb3e397,7,2,train
738,191,34,Isidella tentaculum,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/191_738.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/191.png,b23c0af03672dbd6985b250f7d2b9c37a6dec57fede785601a969f6da1a3a845,8633e2686c46cb5d386e7cbc1f304cc855aeef31eaaf83edd2798667e5bdeeba,191,4,train
1211,328,11,Asteroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/328_1211.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/328.png,f9dcdcd13b4a05cca890e948d510536e10944c9ea2cf571748698c00a9bd529c,1c33ec864218fa76e32606389a2f62facf56fbe72b226c0492d30f0a35dd4171,328,6,train
1356,357,22,Farrea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/357_1356.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/357.png,2b4e27eaad9d7529419d155e67c8c15152c5b1b7f8d9a884029b7dad6518716e,0ceedef08a6bfd665059b1146b10e52c384466ac133645e20b8246e61d461c1d,357,4,train
1439,376,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/376_1439.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/376.png,17ef12d70819591d527e224da999b5fd346791ef9b8e4ae2e3820fd659f6e8d9,11c6e7167da6dc1d50d78629a7f1d2a6f5a6bc0c49a4b08136ebdfad420ca471,376,1,train
1498,390,35,Isididae,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/390_1498.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/390.png,644293c1bb66e7d0cc0cff7cc8038115252e020630e6c038cae2fd086756e335,2d4d0ebf5e275fc81ebabf35638790bba423750c88992a91448f0834a41e4a3b,390,0,train
1588,408,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/408_1588.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/408.png,1c558d6c2253b73405bde65737f572850acdd529e0e34fd7230c0ae35bcba6ff,d025cae724a7fab6faabf5e4e16890753bc06c840788d1ff7aac74eb861b2bb6,408,0,train
2121,518,65,Rathbunaster californicus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/518_2121.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/518.png,d4ccf7c2e3353936d8035e61ebb78f16ad094c0eb38f620047db24ac6c4b420a,f1d7a0c3c0e0bdb70a53ffbfc9c89dc9b9194c58542dfaecf22466efe9e8f174,518,1,train
3083,768,43,Microstomus pacificus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/768_3083.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/768.png,8e75543c1b817ece7e3a2d3af469995eeeb9783f566e5ce799b82b062983d36e,2d96e9a9da9a0b276b45677de1d2888cd3121b89889aa788efea058fc3b6ef64,768,0,train
3633,936,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/936_3633.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/936.png,00bf10adbf8c05e6a47424ba4de6543ada649603c9130be1a067129138b3eb55,2c9cbe22a168be5697e6cbb17e22075ddf7eebdf24eff51f6ef5223819e96feb,936,1,train
4047,1039,77,Umbellula,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1039_4047.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1039.png,451198df9f20cd22c1bc40989cefe664af3c0b0cd67762c4c642366a92a633aa,b7b2b1256a57fd4b62c25898feed7afe00de12f3e94be577e7a873824dcb6691,1039,1,train
4231,1110,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1110_4231.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1110.png,22e85b1a0a41aec31037aa94314c0ba7234c6cd737e53b54276b2d2345f4ea9e,6fa86adcd013e55e4902dfd3bd3894502c1267b87a317447183970c154b7656a,1110,2,train
4267,1117,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1117_4267.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1117.png,c6e641b58c5d1f8385f799f9532388a68a8a025456a1e37c7fb92c649a4e3a32,e5efad948fe1192413de622096ff783e8e65730c2fb25e7afd053aa89bf5ea94,1117,1,train
4272,1118,62,Psolus squamatus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1118_4272.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1118.png,7a358df50eb6b954d219b3584d7dab5fb5c80b3a6553d035d8a45d5c9dc6eb37,43087d3bfa5536a829f59c046a524bb8089b0afa222f1c508bad79e29f093f22,1118,1,train
4348,1139,14,Caridea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1139_4348.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1139.png,cfcc0e841f88c7f4ec945020e4b553b452676f3a6dec6b5a54a757d4ee7ee732,4d061a7b31479935db85c369285dabb7d27aed5397fe8253f70f0b665fcb7434,1139,4,train
4620,1209,71,Sebastolobus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1209_4620.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1209.png,f43a26ac06310aea36775847f97d4db2713aefbc46137db3e65e7b5a8dd7cf0b,2d15a7926848a9c25cd8d3af0c7089803d1e62b96458077191431f5302cddcf2,1209,6,train
4718,1238,66,Scleractinia,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1238_4718.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1238.png,be4c2ea05951ee8001e34d2498f71210f189693c555337819e2daa3ffde08295,d3b934edc21bd11d7749e86cf64172e44a1f639a1d39a856ec738068a85e2c45,1238,6,train
5027,1333,25,Gastropoda,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1333_5027.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1333.png,acb923d4d20e646883ccb079c824d8bc65a72daf00c7ec8fcd42c93126a9f421,e5d3868198084f0ffd7f756971173ce453bdd1cb7987f4512c541cb84eba229f,1333,0,train
5297,1415,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1415_5297.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1415.png,a299b2d354f831ef15b9515f891115d8960604a3f1bed416c24e5e9de589e3aa,6d377e9d93e723bb2d11d6efda7333b81feb88e8eb749b9a4586d2bde942f892,1415,4,train
5482,1475,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1475_5482.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1475.png,64c44b9378e7fa54559462db07784c0371489dd83de037cb2dd964f65637996d,9a7dc8143fc7e274f67b40f2c5070a99566b6d2e19d504ab988b570e8c0b0e54,1475,4,train
7005,1962,73,Staurocalyptus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1962_7005.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1962.png,3c0ac837c4e83be89f38ce9eadd7fda10afed49d0e9cc1304b5c5a9b9df616c8,5f71cad76e38563d51614c5458ab25f80ddf0664e36833ebbf419805f1abc1bf,1962,6,train
7098,1984,20,Delectopecten,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/1984_7098.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/1984.png,f4b0b0cb8ef650453f301a9231e4bd7800d68be8249408000a1d12e3a49c0a2b,512ce9cb3f3566470deed8bf60bc9b04a07d2eaa12a93a0af1cab7e0dd764f7e,1984,2,train
7422,2094,79,Zoantharia,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2094_7422.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2094.png,5f4f8cf4eb88babea3df9cc506be9841fcf884e89581c0420bb1a2850d3f6240,38f339af8a38f51831acbfab22ad053b71575b393df0b86d82f556f30a4d3b5a,2094,1,train
8081,2373,24,Funiculina,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2373_8081.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2373.png,6c46719e8045e1385abdb6ea57ed7c102e2551cc23b35009e22b577acc7d10ba,d4a1267f3e066dd8654fd17bad8d568890a93ffd5af158216bf5cf978ea7674f,2373,1,train
8272,2419,68,Scotoplanes globosa,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2419_8272.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2419.png,6434f203a83e592de7fc3cc91e648ad86da133f68f719b6391d4f6a5f2b0c1cd,448284a5cac4fa51b05ec64a922d8c91ff35129d2ac37785adab9fb8484c0938,2419,6,train
8404,2452,28,Heterochone calyx,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2452_8404.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2452.png,f1488940264fc2b675ff3a606502c146e3facb6244020232456241e00fa1f678,f9be4f456a9c84dae90d863a34bc48f32559ab51f550e9760dfa7dc872539d64,2452,4,train
8706,2570,56,Paralomis multispina,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2570_8706.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2570.png,ebb7d37dc5be26bf4b01f3cc109cc2d336da5c73e6dc59c960a6458d69231250,de1be97155d8c0d2f55792d0c8191476c3e701842bc21bcd5d4632d6c6139ba9,2570,2,train
