annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split
22,9,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/9_22.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/9.png,6ba2bc8ed3f122fabf55f7d722d621ad9097ea78bf7060cae7abf0a8892c346b,a2de5c70535060eb66571b0723b8ac242dcf7d36f18210b988abe89476ad573c,9,0,train
46,15,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/15_46.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/15.png,c205fe3f64b100a0327ebdfee540eb2909e58df0d1d8e267472a0f825fb93cee,c837ec480911d974cb9f8374289c7656005c2a78be1935e7b1ec001ac7745319,15,4,train
86,35,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/35_86.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/35.png,140172e265807fc9ed6ba531b59d636d3a4f8fc4670578aecda8294caa2a2f27,767e0f0605aaafe4217ca66fabb23f326004293bc65d07d680666094a7a6bdbf,35,6,train
170,42,25,Gastropoda,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/42_170.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/42.png,77cf7ca14a16f3c53564ae0287f5baed1e3175789e47ddd437914f7b900328d1,8efed53c7a1bbd0074da0f71b82f125524d20b5c28d56ef1bc95fd657057b965,42,4,train
209,47,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/47_209.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/47.png,1085576623f18181bbcfd34d319de3f43c456b187fbf1be8673e4909e678986f,53d18f0cf3e87a07babe03da98314008345d82d1cf3702151cdbdfaf0a01f662,47,6,train
245,61,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/61_245.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/61.png,e3549ae4db50118054d5e6c184ac989b9f2ca8eff2d3c0fe29e93271a6e51d46,4df3dd2d6def1c2ca087ab3dbfec7a12f20cf391d93cf352007a0392264ec773,61,4,train
255,63,30,Hexactinellida,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/63_255.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/63.png,8bad175b32406038dc152d6b78eccf769d520eaf6e6ec35c789496d81c454ab6,41254b0a8de4a5f59f661a069d829b734d18ee5199ac9cb52849d8c3f21004ce,63,4,train
275,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_275.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,e3df9f3a77ed0e55791791be2f1470a1675372025329891f64fdd7d20c627ae5,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,0,train
294,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_294.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,969ff769aaf4528dd6cdd503c684fda8b7d5549ec88b17dceb72c040afb35ee4,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,0,train
313,71,11,Asteroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/71_313.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/71.png,49ac986be4a766f22b65a61c9c97420629cd802cbc925c73f94aedb37fa84d67,37f1063b2ec82880651b4db337d6177849343f86ac650d152e9ed502051fd23e,71,4,train
