annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split
86,35,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/35_86.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/35.png,140172e265807fc9ed6ba531b59d636d3a4f8fc4670578aecda8294caa2a2f27,767e0f0605aaafe4217ca66fabb23f326004293bc65d07d680666094a7a6bdbf,35,6,train
665,170,16,Chionoecetes tanneri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/170_665.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/170.png,ec4001de8734b3c3fec3a3ae40ff885cf47719e5fc3977f42bc34440f924dcc9,dd16611b1dbfcde7e9147a5572741d279027ed66f4c3d10eed1419b9cf35a86c,170,2,train
764,195,68,Scotoplanes globosa,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/195_764.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/195.png,93a1ce8bb7fa332c26b7d7fbf86a62f749ce5d3a2653c49fe785fa9b3e42cc4b,ecd604a5e374d2271df417922196999a7bebbd0e0c2dd94960d6267cd8806600,195,2,train
1413,373,79,Zoantharia,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/373_1413.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/373.png,6738ecdba24ecd7e86cd237b1f7d755b11150796e70611d32adfaeda201ef7fc,4d892a537a4b5a79427fadd552e7ef4cd0b2b4b86c0f78415c9fdc744c2ae6a2,373,6,train
2047,500,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/500_2047.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/500.png,b2037db538f1331ef047013622e2e90e6df775fcac18a3cbf13a3766197b7b49,e8feaad569951ae1e9f2837704273d658cf4e056b21e13b7e0551552975fc32c,500,0,train
2557,629,51,Pandalus amplus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/629_2557.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/629.png,3b0a66b241288394a6e70641942632dd8bc2c758ce16dc6d7a5ac804ed7a6115,e0aa3f2ac45b9c352d0295502a9f3f221f964ac992cc67d6264d8947708e8236,629,4,train
2558,629,54,Paragorgia,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/629_2558.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/629.png,288f8d91e6d99cb1e078f82d51a78c231503469fabff40c950058c857ad5d424,e0aa3f2ac45b9c352d0295502a9f3f221f964ac992cc67d6264d8947708e8236,629,4,train
3102,777,41,Merluccius productus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/777_3102.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/777.png,1d29dd7db650c27421ee470cdcd0b6ca701b27c887d27c28657b00d8e6dc9ada,79be2c9230af6ea1c4a56afea10cab9dfb02536d1f73d99121f2b44675d7ea09,777,1,train
3293,842,71,Sebastolobus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/842_3293.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/842.png,90d9031a57725cbe5a0940e3211661a13745ba7b1d747e438d8c542aece4ef01,36754faf2c8579360e84fe7b964e24e4f76733cf636481865202501c13b4e0a1,842,4,train
3594,923,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/923_3594.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/923.png,e011b929bdfbf245c3127e197d2bc12e1a0499425eda6fb369942942c6b7d814,ac62b91c27cc0724d7d847c1fe3a1da33f35d10b97c7385e9d616b7c445b5c21,923,1,train
