annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split
2,2,8,Apostichopus leukothele,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2_2.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2.png,cb0d798527c18a16290a63741b34d583e43737fcf87f57492a8da11eb06dc933,5ec76c7a919fe67f217131da633670a5bbf1e6837e84fdaefde9f338be1de65b,2,6,train
9,7,16,Chionoecetes tanneri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/7_9.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/7.png,0042406a3a7e851f770684c3f6ecca45ad0df0653c290ffb97dc18bfdea82571,f4cbd73665e5a9528a75b18df7577ed7dd37fce04e58af11821d5c4fccb3e397,7,2,train
45,15,28,Heterochone calyx,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/15_45.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/15.png,5a9c29829b0093384ce9eaa932524f1b5cf945c0f8e771c032b56061407501c2,c837ec480911d974cb9f8374289c7656005c2a78be1935e7b1ec001ac7745319,15,4,train
67,26,65,Rathbunaster californicus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/26_67.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/26.png,b94bd7bb6225b08aaa2c051a2784d945c1470d0c63b2611237ecba8574f89b3c,6c45ab90ffdff553ccbab99da5466aaafa970ba631d6da85eb68812bb1f220ba,26,6,train
88,35,68,Scotoplanes globosa,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/35_88.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/35.png,4f544bc37da2f096d10d831d5a5e955768808c1f711b5249fe5c3b01cd715d4e,767e0f0605aaafe4217ca66fabb23f326004293bc65d07d680666094a7a6bdbf,35,6,train
174,43,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/43_174.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/43.png,ccc07ff2c74f0f10332ce34deb0d8143ee118ae0f5d500ae3dc1ff8195f681e1,3de41178c6b14adfd10d0968b3c9c7deafaf9d63a96963d59a838301476bec93,43,2,train
231,55,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/55_231.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/55.png,9315b5bb836040bb7802ce94cb9bcb409fcd662de888609c313991feb91324a8,fe8d27482b1950341d4f1cfc5fa1f83f47038d3ba648ee62aa419a0e4e930ac1,55,6,train
244,61,29,Heteropolypus ritteri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/61_244.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/61.png,7eda6d2b88b57cacbd78d869e0724156b5c803312c39c726d81a85ddc9837f72,4df3dd2d6def1c2ca087ab3dbfec7a12f20cf391d93cf352007a0392264ec773,61,4,train
253,63,57,Parastenella,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/63_253.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/63.png,0add0e7d96d30544c2eb5a0be9950a576da5e615b68254cb009eb17bb27d3ee6,41254b0a8de4a5f59f661a069d829b734d18ee5199ac9cb52849d8c3f21004ce,63,4,train
310,71,54,Paragorgia,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/71_310.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/71.png,5f4fa024cf5120e5caf33dc5f4289c26ce7e8fa62dbaed505c36abfae5c8a732,37f1063b2ec82880651b4db337d6177849343f86ac650d152e9ed502051fd23e,71,4,train
