annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split
54,19,32,Holothuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/19_54.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/19.png,c2bfb43c4fc3ee545ad12b66804567942d1dfe5c601285fe1280740be794e600,4bc423f5065b3915845ff66c06624bb7222af270fb32a7c79c2e334309ce2c49,19,2,train
181,44,16,Chionoecetes tanneri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/44_181.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/44.png,1e6f5e6d6d128cdd4ea0eedd9cb8b266a9a16c502034508c888636febad31e04,f33a2272ed008c869f3d4071de9b4cdebf5cb4d76566c897f05285859b3dceea,44,2,train
187,46,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/46_187.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/46.png,f1ba933b6e704256dabce4df77ef77d62aa5884b88290a511c52173017586274,0e3a77f5eb3817a78c45ab0d5e4837646cf9f5e4c09ce187b7fc2a7c92d81d5f,46,1,train
204,47,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/47_204.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/47.png,5a2d51cfaebff76bf43b7475a8d77de73950522a29499b9adcb9ce432380aba2,53d18f0cf3e87a07babe03da98314008345d82d1cf3702151cdbdfaf0a01f662,47,6,train
305,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_305.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,69b68228c8a36b9b2b399a6df68bf53c5de020a30354678f620a571c345b966a,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,0,train
319,74,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/74_319.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/74.png,4cc954efee6f3340bac7f36c6fcb345e17cfb15d600ffd6382936e143ec7a6ff,332dcba6e4b7a7e0270eeed9d0b46c7d3b79a883f5422dc95550873eebe36bad,74,0,train
521,138,47,Octopus rubescens,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/138_521.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/138.png,aaee2c299df34fecf00934771c6b788be583436033fccb76e7d05b58656afa84,aee442916afa5501ab132dd95c5c7deddaa792b9ac408b7d93bb3748897ee57d,138,4,train
549,147,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/147_549.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/147.png,5254d530f8b1375b4c0f7b48c0a2117dfe8e0d30a50039f27132e7dceae77a54,f68b3355f3aa0b33185e475136c14c366e13ab42cd25dcc4a1e9a92440488218,147,1,train
673,170,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/170_673.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/170.png,e72a3f2f4844bcf00ee889ad451c56a6c4051f99b2ba7478152a62a7ccffe218,dd16611b1dbfcde7e9147a5572741d279027ed66f4c3d10eed1419b9cf35a86c,170,2,train
694,176,25,Gastropoda,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/176_694.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/176.png,3dc5ff5278faf46bf7e6092616f35bdc0397d2e9e8f7d6a3554bb4129ec2d835,d71abefa3a4541f165feeac21788d8f0360362f3fbfb6fc1f521ad342d3f02f9,176,2,train
