annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split,fold_sensitivity
27,11,19,Crinoidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/11_27.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/11.png,a41adda7c0782188991c1e2c0dd27554b75105b71f10b0411697fe5943382428,6341dd47ecf6f87a18f81c2031f6a17d42a5cd119947e8a6ea217c6de903fef3,11,4,train,5
52,17,54,Paragorgia,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/17_52.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/17.png,8f27425006d8a1f027c960b826f6af621784c8012623947cc878c87b3730a24b,2cb1bf6124a1f1d2e9070237f10e2fee46cee186d5bbd3cf0dd932f5d266dd1c,17,6,train,5
58,20,19,Crinoidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/20_58.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/20.png,cd2b8eafc559b3573a70f200c85a90daccbca16054d492888d42322595c98fb5,4231605caa62a8acec2ffcee33f7edf2132146ad28330502ce4ccaeeda19f63f,20,2,train,5
66,25,35,Isididae,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/25_66.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/25.png,c814cddd5aa76b19825b48f9d7cc9796d9b65ec171cd8f4d97f00451910b3207,883dbd208f72a0dd7be5699a0e2031f33c18af4adb45d1ef7001d30a88b0f170,25,4,train,2
86,35,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/35_86.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/35.png,140172e265807fc9ed6ba531b59d636d3a4f8fc4670578aecda8294caa2a2f27,767e0f0605aaafe4217ca66fabb23f326004293bc65d07d680666094a7a6bdbf,35,2,train,1
88,35,68,Scotoplanes globosa,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/35_88.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/35.png,4f544bc37da2f096d10d831d5a5e955768808c1f711b5249fe5c3b01cd715d4e,767e0f0605aaafe4217ca66fabb23f326004293bc65d07d680666094a7a6bdbf,35,2,train,1
124,40,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/40_124.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/40.png,c352a1ea9517bb533aeab2365e11ef2efbeb1fc271849a84c133786620c16382,68c22229eaa003a9e04eaaa6c859ca153239efca0bfff75223c47eb3b7952cf5,40,1,train,5
134,40,30,Hexactinellida,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/40_134.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/40.png,a11a98b12bda496b11020116b84cb695efd7b27ec6eb13d342ec66d956edf288,68c22229eaa003a9e04eaaa6c859ca153239efca0bfff75223c47eb3b7952cf5,40,1,train,5
136,40,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/40_136.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/40.png,6f726ab559625bc39421324858cbd1cbd87e4745cb113b55a3746f3177dfca6f,68c22229eaa003a9e04eaaa6c859ca153239efca0bfff75223c47eb3b7952cf5,40,1,train,5
143,41,4,Actinernus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/41_143.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/41.png,7cdf1d3f6b3937c4ec8b4478706b6e47ef64c189261880be75908e9960c934c6,7844c7c330f98280a21fddd51ab5a6a33a11daec0049397398f75e45f8664107,41,1,train,2
