annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split,fold_sensitivity
11,8,31,Hippasteria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/8_11.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/8.png,26464de7aecffbd434267a64cc5537b8dd5cdd74badca9e750bad1843c128d0d,ee07b120c374d552f9bd8be73c4e1dd4673f6a8441545d1407c688ae1da2b101,8,4,train,5
13,9,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/9_13.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/9.png,30ea6722ba880e6b883583bcc731901502e8ff869f19a351b5552d7a03c6d6b0,a2de5c70535060eb66571b0723b8ac242dcf7d36f18210b988abe89476ad573c,9,4,train,3
17,9,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/9_17.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/9.png,f3ef449e53466d9d0787b2d017df455efd765c93ee0381328e12bea2cdb4cb19,a2de5c70535060eb66571b0723b8ac242dcf7d36f18210b988abe89476ad573c,9,4,train,3
20,9,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/9_20.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/9.png,c9e54feaa41a21146f64291e278e68a9d7466566f6c82461e91146e3e947be2a,a2de5c70535060eb66571b0723b8ac242dcf7d36f18210b988abe89476ad573c,9,4,train,3
29,11,19,Crinoidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/11_29.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/11.png,6ef6fbed7aa363d52275d047268a1926e474c02a7385f620a7e51e18da01ee9d,6341dd47ecf6f87a18f81c2031f6a17d42a5cd119947e8a6ea217c6de903fef3,11,4,train,5
31,11,19,Crinoidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/11_31.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/11.png,c92e133cb4f6e8c8e8c5375e7832d81cbb96c406f8cf76593b8aad4c21443ba1,6341dd47ecf6f87a18f81c2031f6a17d42a5cd119947e8a6ea217c6de903fef3,11,4,train,5
32,11,11,Asteroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/11_32.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/11.png,7c27949a1d72fa53f91527d1330eb572eeb3131e668c1bf1a9bc2d39ae3b84f2,6341dd47ecf6f87a18f81c2031f6a17d42a5cd119947e8a6ea217c6de903fef3,11,4,train,5
40,12,34,Isidella tentaculum,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/12_40.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/12.png,c96add11d71c1c6ed725cfd2b982aadab736bd2e8ca9a6d0bafe7d370329bcf7,50a8241f761a2ec2cfded358f67ef7b6be0a539a7e9e0c06c1a3ce7e83be9dec,12,4,train,3
46,15,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/15_46.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/15.png,c205fe3f64b100a0327ebdfee540eb2909e58df0d1d8e267472a0f825fb93cee,c837ec480911d974cb9f8374289c7656005c2a78be1935e7b1ec001ac7745319,15,5,train,2
61,22,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/22_61.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/22.png,f10faa6242ac05fc6e16bdf39bf18fcce684fa5fbe1fb291d9013878edda5f4d,2e306365b5e07fe124e8a489fa3697726a19618c77b04485a0b4c9de8f04303c,22,0,train,5
124,40,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/40_124.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/40.png,c352a1ea9517bb533aeab2365e11ef2efbeb1fc271849a84c133786620c16382,68c22229eaa003a9e04eaaa6c859ca153239efca0bfff75223c47eb3b7952cf5,40,1,train,5
