annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split
2,2,8,Apostichopus leukothele,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/2_2.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/2.png,cb0d798527c18a16290a63741b34d583e43737fcf87f57492a8da11eb06dc933,5ec76c7a919fe67f217131da633670a5bbf1e6837e84fdaefde9f338be1de65b,2,6,train
13,9,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/9_13.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/9.png,30ea6722ba880e6b883583bcc731901502e8ff869f19a351b5552d7a03c6d6b0,a2de5c70535060eb66571b0723b8ac242dcf7d36f18210b988abe89476ad573c,9,0,train
17,9,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/9_17.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/9.png,f3ef449e53466d9d0787b2d017df455efd765c93ee0381328e12bea2cdb4cb19,a2de5c70535060eb66571b0723b8ac242dcf7d36f18210b988abe89476ad573c,9,0,train
73,29,50,Paelopatides confundens,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/29_73.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/29.png,84c77ee632742a77e8485599b701a018c50e7ff5897982fd8f179097ec4667b3,b55b568216ae047a6817e29f41440b00c9092f0a218fcebf3f59f5ffcf2fd60f,29,2,train
79,34,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/34_79.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/34.png,193b9c75c2c8269718d7e7a3a023f65c9863c71301144eaeb21bf5493d05e7e5,599a53ea11345eb77dbfa2939caf10e4f26cc87c14610b9b3316947ba90884f5,34,6,train
87,35,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/35_87.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/35.png,191e9c847759320914f91f6a87be2a043cdbd81842681bd741da7cfb9800d94d,767e0f0605aaafe4217ca66fabb23f326004293bc65d07d680666094a7a6bdbf,35,6,train
174,43,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/43_174.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/43.png,ccc07ff2c74f0f10332ce34deb0d8143ee118ae0f5d500ae3dc1ff8195f681e1,3de41178c6b14adfd10d0968b3c9c7deafaf9d63a96963d59a838301476bec93,43,2,train
175,43,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/43_175.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/43.png,e45b39b2375566cf4bd4945189dd3cfc4e9887f155347c30b49ccd94f8f3074f,3de41178c6b14adfd10d0968b3c9c7deafaf9d63a96963d59a838301476bec93,43,2,train
196,46,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/46_196.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/46.png,e4ce062cde0a3448e55e4741823b68c96ee1976a7b34a4337d5c116f13b099f0,0e3a77f5eb3817a78c45ab0d5e4837646cf9f5e4c09ce187b7fc2a7c92d81d5f,46,1,train
208,47,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/47_208.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/47.png,e5b41180306cca5bad11f7c96eb63171e1422b6c188d7643cbb617025f07ef37,53d18f0cf3e87a07babe03da98314008345d82d1cf3702151cdbdfaf0a01f662,47,6,train
223,52,11,Asteroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/52_223.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/52.png,78f53a9e5f902fccf7d4151489fc6c9b4bae8c102f597c251847122cdb6cd9be,284eb51026e776a7aa7269158d9d92d44d77df87ee451829681881a8fe98fd03,52,6,train
229,54,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/54_229.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/54.png,fc67397a3d1bd779dd14c3ea01386ffd5174a156d52d071723bf070edcc9d946,1b40b69caf7b4129b0433d701b783616421dc95f80472fb10413c193fbabbf6c,54,4,train
230,54,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/54_230.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/54.png,c7ad6403209921b62667ecaff937c361da0448c87aa306b0f9f7823b5aedbbb1,1b40b69caf7b4129b0433d701b783616421dc95f80472fb10413c193fbabbf6c,54,4,train
231,55,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/55_231.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/55.png,9315b5bb836040bb7802ce94cb9bcb409fcd662de888609c313991feb91324a8,fe8d27482b1950341d4f1cfc5fa1f83f47038d3ba648ee62aa419a0e4e930ac1,55,6,train
238,57,54,Paragorgia,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/57_238.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/57.png,3cc5a4f09fef1af2176bd7c14a3c11944f6476023ab16b64f83c86c820e854ef,3d58c61a77fa7a2e8dcc4f76a1058c65c229825850562702afa56f3e06402f2f,57,0,train
240,59,37,Keratoisis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/59_240.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/59.png,f535153ec4647715a5681acc227ffeec847f00a9ccfffb305d90d965e075d766,ffc33ee44b6776004dfdf64a3958039a17bcaf971147e08000f1160d5c369e0f,59,0,train
