annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split
13,9,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/9_13.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/9.png,30ea6722ba880e6b883583bcc731901502e8ff869f19a351b5552d7a03c6d6b0,a2de5c70535060eb66571b0723b8ac242dcf7d36f18210b988abe89476ad573c,9,0,train
15,9,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/9_15.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/9.png,499fe0c7c510cab15a9a50ed0000f19cfeb4ead5fee2148c189f7f3ca9c16481,a2de5c70535060eb66571b0723b8ac242dcf7d36f18210b988abe89476ad573c,9,0,train
20,9,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/9_20.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/9.png,c9e54feaa41a21146f64291e278e68a9d7466566f6c82461e91146e3e947be2a,a2de5c70535060eb66571b0723b8ac242dcf7d36f18210b988abe89476ad573c,9,0,train
46,15,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/15_46.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/15.png,c205fe3f64b100a0327ebdfee540eb2909e58df0d1d8e267472a0f825fb93cee,c837ec480911d974cb9f8374289c7656005c2a78be1935e7b1ec001ac7745319,15,4,train
103,39,34,Isidella tentaculum,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/39_103.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/39.png,0affa5456b74f24a8f748e70113489192b3d11fb25fe8b1fb022e96409125921,ee920379c24cae68b526bb636d1a203caa4f994aec7a179c8f419c39e36c53b1,39,2,train
111,39,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/39_111.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/39.png,01714dafc3d411fabaf5c7aea00e85b6f41927aeca4640217e9106819894c2ac,ee920379c24cae68b526bb636d1a203caa4f994aec7a179c8f419c39e36c53b1,39,2,train
117,39,62,Psolus squamatus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/39_117.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/39.png,5833c4dab74537d053a4facdfcf6045dbd34ae00fa65100183bde01d02a85b42,ee920379c24cae68b526bb636d1a203caa4f994aec7a179c8f419c39e36c53b1,39,2,train
208,47,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/47_208.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/47.png,e5b41180306cca5bad11f7c96eb63171e1422b6c188d7643cbb617025f07ef37,53d18f0cf3e87a07babe03da98314008345d82d1cf3702151cdbdfaf0a01f662,47,6,train
222,52,75,Terebellidae,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/52_222.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/52.png,7f361daca8cab040134821f25ecd68d8fcd852c84048a64c2995ca479dbf116c,284eb51026e776a7aa7269158d9d92d44d77df87ee451829681881a8fe98fd03,52,6,train
228,54,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/54_228.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/54.png,8e93721da7764fdbffabb0bf1bc8706038232882b66c41f98ea163b506c93b92,1b40b69caf7b4129b0433d701b783616421dc95f80472fb10413c193fbabbf6c,54,4,train
274,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_274.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,f819d7cbe7c033bfbac5756ebb9545164e327a556d706fea2c0f951920ac2a2b,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,0,train
276,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_276.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,d77cff44eccdd529ba212518ed9f95fcaeec108d22997b0ecb4d58f46bfbb322,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,0,train
321,75,34,Isidella tentaculum,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/75_321.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/75.png,65ccdfd4827e84b1cc8f23eb5819c1b32e67b77bacde2182914206030b3e062b,ea60f62b86734b3585bca46d57bbea431a1b768c4818c090c426ef7dacd643f3,75,6,train
333,82,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/82_333.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/82.png,e51b88b2a6155769ec23dc75b8ea6ec3a313c933fab61bdef11fe4ac82f91778,07435bcfd9718e7c956ccba2a1ef7a182d395a3647cd3560d0bec81e81e09d44,82,4,train
469,119,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/119_469.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/119.png,ad83765b8425c556a668b6ea2ba8ebc1529bf1dbd998c3042a324d9349657888,73b113852c892211b7707dee20d15f67db61ad360d73096a158a05add5ad1ee2,119,1,train
485,122,73,Staurocalyptus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/122_485.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/122.png,7155dce58bf9bff0df110bdd97c379da2b47ae20911e81bf3891e51b36be3a42,aaec46313e18d985c1ed88b670865b4b390ae571a425f9158ebe1ec4712c1019,122,4,train
490,125,53,Pannychia moseleyi,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/125_490.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/125.png,ffa5648d93a78d3d461eefa1b095d02b59d11277896c898c3011a36f49aec708,a4d38e2768f7d3e99e3f1dafd9595ed7da4600eaf92ab37d3984be761e9f8969,125,1,train
557,147,62,Psolus squamatus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/147_557.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/147.png,f4b2aef94a89d660240c4cf2b874ea80288fc604f98933792eaad81d774606a0,f68b3355f3aa0b33185e475136c14c366e13ab42cd25dcc4a1e9a92440488218,147,1,train
560,147,62,Psolus squamatus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/147_560.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/147.png,bf2b41bdf70d3bb39034e16777174e1c6a84062e8af5cb197353f49289a51c76,f68b3355f3aa0b33185e475136c14c366e13ab42cd25dcc4a1e9a92440488218,147,1,train
563,148,67,Scotoplanes,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/148_563.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/148.png,f39aae5dd127aff084cddef6802cc33d51279cfe7112e662948c895e4aea3cd4,b63d7bb26c93a3213edf385f113910890e18e2e9e9ad6d6754ff6bc161c9d016,148,1,train
582,156,67,Scotoplanes,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/156_582.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/156.png,e92975f7e0b0fac38639b78be3afc05c81173ec66a007efb53fccb3d48debd8b,ef0d5160a701043b2cfa9d483351b848cdec31948d54fe9b7fd4b315b958363e,156,6,train
611,162,37,Keratoisis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/162_611.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/162.png,b5fd35cc012268187b86c07278e54a53f7f0e8b88f82444b4b007278081aafdb,ff02a802e7cf19baf9daecb21fbd384b8fedbdeb39108572b9a6e0327420048e,162,1,train
615,163,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/163_615.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/163.png,2fe31d82debc25895216bbf1fcba1cf05dc75e28c31e5e9eb4f1e93eb75c3cad,1613328d06d654bd12682f435e9282ed29ff77b797cc708784b424694404e584,163,1,train
627,166,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/166_627.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/166.png,4ee35af5e1ab25281eebff14915c74bb1d272b12ce563444f9576407fd4b3a05,a1ad7005ffea79a4f7a93ef167eb0ad42068c43c5bbb01370a98d8dfbe355309,166,1,train
628,166,19,Crinoidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/166_628.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/166.png,7b6dc4390c9ee4d0017aa5176c4d3a8e93714f8080daad5136d9059fa0b1414a,a1ad7005ffea79a4f7a93ef167eb0ad42068c43c5bbb01370a98d8dfbe355309,166,1,train
651,168,32,Holothuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/168_651.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/168.png,f22eafb301ea50dd2ee777807d3b4a88f7d79670d31bd4eddf5b4b0c9ed5f364,0d6d5b1b6a9e0f17e12e631f1f2eb0185130d722acc70c3bcd74d0c3924e6e96,168,4,train
661,170,16,Chionoecetes tanneri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/170_661.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/170.png,ebb0ca8775fffcececdddc8ca36d090ebc2f2ee2ae403ccb551b9ded2bed229b,dd16611b1dbfcde7e9147a5572741d279027ed66f4c3d10eed1419b9cf35a86c,170,2,train
667,170,16,Chionoecetes tanneri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/170_667.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/170.png,a01871b0cb0bca13800ddfcfc08dd0aa267eec7da29b88b02f487807795b8fd2,dd16611b1dbfcde7e9147a5572741d279027ed66f4c3d10eed1419b9cf35a86c,170,2,train
685,170,16,Chionoecetes tanneri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/170_685.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/170.png,bd509bd61b8d92144682ec4f6b231c0f155022526e7c11033a6b4f5b9a86c9d7,dd16611b1dbfcde7e9147a5572741d279027ed66f4c3d10eed1419b9cf35a86c,170,2,train
704,178,51,Pandalus amplus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/178_704.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/178.png,e8e8d16828e37cff22fff8c6622cefa5aaf7b929f6e564a3e15184cc44ca2f41,8fef80e8d3b4081e0ec29b4fbe88813a8c4a23ed857d414f0773608d4be089ba,178,6,train
751,193,65,Rathbunaster californicus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/193_751.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/193.png,262ef6a2ec8abefd5694c37d4502a3d3d3317d2a130af3b67980dced9a15c971,737dc29879839453ceca5b34dd50c6f936bc31fa468c00ec3f03c5f3895e4834,193,1,train
798,215,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/215_798.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/215.png,6d4df361d275d1b4b825ed64b906438d4ab596d9aa6d789846ede13e820874ca,776bf0aecdf9e122f17dfe3daf92d191974173e884400de55c3e2cfdc1e8beed,215,0,train
815,226,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/226_815.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/226.png,300be776d1ad275d777041ac62810982f29d1b5e2d4c5ef88ca18f38416508f7,6d0e7e82fa146ef2ba5be25b97b26be7497e29de7c1136c329dd4ae00ef28e64,226,1,train
842,229,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/229_842.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/229.png,6f988333d2164db1fb2f484a1ec205b38c2a1aff871e92740344e2a830ac25d5,c561badb7dcc5cc41dc4ebb12c4d99d32f1c56072d7ca80049a9713a3dab7f5a,229,1,train
879,245,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/245_879.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/245.png,00051c040308c7929cae605303e4ca4f5fd7d443a5755c464105db4276ffa9d6,92088c9cd346f38a4ade43862848f9a7b83802dabf59161d6f2fd17dcb896595,245,2,train
983,267,71,Sebastolobus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/267_983.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/267.png,11aef398bc41046b402af9e8ec2b89f4d6c92db21a2d62ef381980bca2b42a33,b15c7cbbccb16de42adeeca6474e9edfa646cc7bb82a7ea3d1dcaed57549eba3,267,4,train
999,270,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/270_999.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/270.png,4bd4a6c9e5473a27b3a0543de0a2acc22ed84604718c6646d76ed4a85e5340f8,a02c949460aef51feba86743f352d5a444847bd4e9c5748f9923d7898441e3c5,270,4,train
1012,272,36,Isosicyonis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/272_1012.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/272.png,6a04e2060e3fed6ef94a55a773affba28f0fa2036f9d7c79b14e4ef7c23cc5d7,dfaefc133528dec82660c0306f60a1f1bb97d4fe04b96bdbde54d261c709ebf0,272,1,train
1015,272,36,Isosicyonis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/272_1015.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/272.png,016e5ef1392e9285f06e0e8234bf1cadd89c15c596a6f11732bff9386ed71b7c,dfaefc133528dec82660c0306f60a1f1bb97d4fe04b96bdbde54d261c709ebf0,272,1,train
1068,288,67,Scotoplanes,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/288_1068.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/288.png,4b38e0c3573a6570c35b25d5c80b60fcbd14617f8dbe5ab6ad251e905dc411df,ebdc94bef583c44e6f5d9c5671a15b28ec35dbf2f5ed3646f7aac5a5a4f90e43,288,1,train
1104,303,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/303_1104.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/303.png,1f028fae3e46af9da531fb74c7867ee133e86fb7112342e41a10e40774dfb78e,a3951cf7aaa19b3dc2a0fd364d8abc7a330e02a0baaf4b9361acc275f644fee9,303,0,train
1110,306,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/306_1110.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/306.png,a0005cc469d5c401e42c5f45100af0fee3bd90caec051e4301bfe810c43b483f,4dea7c7cf13208c94911b18036fba962b67bf46e35ed9dc2c04d694df571bc2f,306,2,train
1123,306,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/306_1123.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/306.png,717924b0ab38ba4d8357148a888d7dc22bc332341af158b21e14a06478d3b8da,4dea7c7cf13208c94911b18036fba962b67bf46e35ed9dc2c04d694df571bc2f,306,2,train
1131,310,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/310_1131.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/310.png,d8ef052ef7f2abc7363c554a6cabd8376464467a830c7884cd4c0c7a90a7c1f8,266dbc1a7956d66262eb4c0b8ba7c5d94506fd0ae77d1b4918032cc7703e1625,310,1,train
1135,310,36,Isosicyonis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/310_1135.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/310.png,5699cd5d9192858914b7020e401d358904f6b3ff84dff988b65a0112b13f59eb,266dbc1a7956d66262eb4c0b8ba7c5d94506fd0ae77d1b4918032cc7703e1625,310,1,train
1136,310,5,Actiniaria,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/310_1136.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/310.png,e9f14fce74f7ab0f2bef9303fecfdac88eff419c985df586a610304ad07b9dc3,266dbc1a7956d66262eb4c0b8ba7c5d94506fd0ae77d1b4918032cc7703e1625,310,1,train
1146,313,28,Heterochone calyx,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/313_1146.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/313.png,8a9d38b683ef60257c94a69ddc2eb1d79614e2dfae7c4f4f6370b1116edcf782,46bec2574409b8b47f37e9d6f3b124e1a845753f370c90f91db386543cc03914,313,6,train
1149,313,28,Heterochone calyx,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/313_1149.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/313.png,f017b0b41405ae2fd07abd35678c3f184cad2ada8de495545f23ee1980b0e255,46bec2574409b8b47f37e9d6f3b124e1a845753f370c90f91db386543cc03914,313,6,train
1180,317,30,Hexactinellida,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/317_1180.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/317.png,32fff746867ff1cd1f03532033391239e188fec9322c5cbaeee3babad093ad22,2c86b5101ae9b3aeac94d97305e442b81d113285005f346c43c39f963e298a49,317,4,train
1186,318,71,Sebastolobus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/318_1186.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/318.png,500f712cb0f0d79174cfa81d8a1e43b9ba2f45e762f93ff949fc3d009ee755ae,a0a59a0c78826de68d493c1c9bda3d0b998a20a9d8207a356e76cdec00912a6c,318,1,train
1240,338,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/338_1240.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/338.png,663e7248b0ee5c6881316f0d865a85bd6dacb993d023b7dae98911f190aeba6c,0d8ead7abd5e6b45bd7beaccda5b4da06976f8bb1c60280e154a9d4f88b03d8f,338,4,train
1253,339,79,Zoantharia,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/339_1253.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/339.png,299a74eadb5b58c6a9aa5030c3631352effd4a896a576ee524d4b82b3e463fe9,a60862e5c141bdafd22821fb1eb63824b5a51709671a0317ee6acf3c0ef0cb32,339,1,train
1257,339,79,Zoantharia,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/339_1257.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/339.png,d93234e0ccf677293c5333025e57028b6851b056eb96806eaa40f2c7174ccebe,a60862e5c141bdafd22821fb1eb63824b5a51709671a0317ee6acf3c0ef0cb32,339,1,train
1283,345,62,Psolus squamatus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/345_1283.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/345.png,4ed456a0d4b0edef480d7ccb6aec1fb140d9dc34415b78cb23c2f5dbf95ffa1a,7e06acb4fd2b604843e260cf324dd74b6485ae03686f8bbf59e7d43ef3b50426,345,2,train
1457,378,28,Heterochone calyx,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/378_1457.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/378.png,739f4074652c35e82b423c15f407bbba145dff3597bef8c3a24bd74b0984fe1c,f06d449e8eab93411216e268fb8662d616f318a1f23b981819c13102ad282958,378,6,train
1458,378,28,Heterochone calyx,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/378_1458.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/378.png,1b21bfb404738eab9e2857c5b4755f9a82106f28fbd257a62c2976e25118e952,f06d449e8eab93411216e268fb8662d616f318a1f23b981819c13102ad282958,378,6,train
1493,389,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/389_1493.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/389.png,13c5024cf5945f1d003cf21e30c270e7cde276fc763ee27279f9f50469f4b752,b5f9dc27d2068fad69b89e5cad4ed011476c878e106b65ad4ca625d0fda0ea45,389,4,train
