annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split
84,35,44,Munidopsis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/35_84.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/35.png,dac208d5453b14f19244b17426a822f6ff9228b0cf9515e366504f97e2daa9d6,767e0f0605aaafe4217ca66fabb23f326004293bc65d07d680666094a7a6bdbf,35,6,train
213,47,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/47_213.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/47.png,abae4a551d25cdad37d624025191e84ecf2d58ca40133c9c811f428cc129d9a2,53d18f0cf3e87a07babe03da98314008345d82d1cf3702151cdbdfaf0a01f662,47,6,train
222,52,75,Terebellidae,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/52_222.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/52.png,7f361daca8cab040134821f25ecd68d8fcd852c84048a64c2995ca479dbf116c,284eb51026e776a7aa7269158d9d92d44d77df87ee451829681881a8fe98fd03,52,6,train
324,75,54,Paragorgia,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/75_324.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/75.png,0b80ac175aaf77a5113ec62bdd22c210ced7be3f074371a1e4fb415f67f9b391,ea60f62b86734b3585bca46d57bbea431a1b768c4818c090c426ef7dacd643f3,75,6,train
411,97,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/97_411.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/97.png,22c8d53de3192bdf3b8c672701cfe55ea1148705dd01953b076701620668a857,c1bc154edeba3c76b752b20c7f405614d98a1282c8e326bad6254ea23e9f46da,97,6,train
510,135,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/135_510.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/135.png,47ae8e7ebf074dc507b5705f9407dad82fcbfb58a6a8da83ec8f52634c1abf5b,3f8e6a9e60369802a898bb652a0299445ab2a14abfd98e5f4e05c620929d09f3,135,4,train
521,138,47,Octopus rubescens,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/138_521.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/138.png,aaee2c299df34fecf00934771c6b788be583436033fccb76e7d05b58656afa84,aee442916afa5501ab132dd95c5c7deddaa792b9ac408b7d93bb3748897ee57d,138,4,train
754,193,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/193_754.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/193.png,138b75cb952f72ae70fab317d89b432dd909c21656b082189a9cbf59ec4cd1f3,737dc29879839453ceca5b34dd50c6f936bc31fa468c00ec3f03c5f3895e4834,193,1,train
757,193,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/193_757.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/193.png,c0be2c93d4cace7c38a86d11e4f9247d54bef8a33766488f0b1d1f3ad24d03f8,737dc29879839453ceca5b34dd50c6f936bc31fa468c00ec3f03c5f3895e4834,193,1,train
843,229,60,Porifera,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/229_843.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/229.png,d44b2e74300e6d3cc18b863586195cf9af2bdf8a88b09798cc5ed70afadf2689,c561badb7dcc5cc41dc4ebb12c4d99d32f1c56072d7ca80049a9713a3dab7f5a,229,1,train
