annotation_id,image_id,category_id,label,roi_path,source_path,roi_sha256,source_sha256,group_id,fold,split
44,15,55,Paragorgia arborea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/15_44.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/15.png,2b98bbb10f1010106f6cba89a76f98769449d3e8230cfdac93cb72bbcfcfffe4,c837ec480911d974cb9f8374289c7656005c2a78be1935e7b1ec001ac7745319,15,4,train
67,26,65,Rathbunaster californicus,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/26_67.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/26.png,b94bd7bb6225b08aaa2c051a2784d945c1470d0c63b2611237ecba8574f89b3c,6c45ab90ffdff553ccbab99da5466aaafa970ba631d6da85eb68812bb1f220ba,26,6,train
95,36,35,Isididae,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/36_95.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/36.png,a68ea45b16aac4b251ec68106ff9d0ff089b489a76ba6b03fa89d81421797da4,b154bddc9f3453361ef39507592d3c891ed871c37a16e9ab04fd0ed05a0fa7be,36,6,train
203,47,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/47_203.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/47.png,827947fbbd637fe777212b0dd7ffcec4033f58b4e82e002399782b2026e67d8c,53d18f0cf3e87a07babe03da98314008345d82d1cf3702151cdbdfaf0a01f662,47,6,train
282,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_282.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,777c2446155e724075a1d238163f26d8c5ccac042633fd1d17dd511245444f11,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,0,train
302,69,49,Ophiuroidea,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/69_302.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/69.png,e03ea8d661ee55116cbce9cbaebcf942cb5d8fd502bb6441abb44eb563d47f0a,a8b2cd98d2d4684768022b1a46ded939be456746f0d0275331acd5868851285f,69,0,train
474,121,58,Peniagone,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/121_474.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/121.png,75e0ccc159aa45618f050507bf6853d3f376a1e07362e0312ab61f686eeaadef,6f5afc41d40bc068b2474e72d6537e038577df5b0423ba0cc8628f5634fdc1db,121,6,train
475,122,28,Heterochone calyx,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/122_475.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/122.png,78f35dfbdc0ec6ec7f987d466826923d20b542f3f8129eb84685a60659e635fa,aaec46313e18d985c1ed88b670865b4b390ae571a425f9158ebe1ec4712c1019,122,4,train
816,226,74,Strongylocentrotus fragilis,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/226_816.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/226.png,ef02bfbb53be8ba3fc4f8d505a920723deb379d5fdce63a09be8bba2eb603637,6d0e7e82fa146ef2ba5be25b97b26be7497e29de7c1136c329dd4ae00ef28e64,226,1,train
988,267,29,Heteropolypus ritteri,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/rois/267_988.png,/home/tahiti/MARINE_DATASETS/FathomNet_FGVC2025/data/images/267.png,e9517d6baea28204075ec4b984bcbcc4c855eec158712de592bea6ac91207690,b15c7cbbccb16de42adeeca6474e9edfa646cc7bb82a7ea3d1dcaed57549eba3,267,4,train
